pid,Other Fee,admin,amenity,appfee,birddep,birdfee,catdep,catfee,dogdep,dogfee,fishdep,fishfee,movein,na,otherdep,reptiledep,reptilefee,unknown
3637,,,,,,,,,,,,,,,,,,
3638,,,,,,,,,,,,,,,,,,
3639,,,,,,,,,,,,,,,,,,
3640,,,,,,,,,,,,,,,,,,
3641,,,,,,,,,,,,,,,,,,
3642,,,,25.0,,,,250.0,,,,,,,,,,
3643,,,,25.0,,,,200.0,,,,,,,,,,
3644,,,,35.0,,,,400.0,,400.0,,,,,,,,
3645,,,,,,,,,,,,,,,,,,
3646,,,,,,,,,,,,,,,,,,
3647,,,,,,,,,,,,,,,,,,
3648,,,,,,,,,,,,,,,,,,
3649,,,,,,,,,,,,,,,,,,
3650,,,,,,,,,,,,,,,,,,
3651,,,,,,,,,,,,,,,,,,
3652,,,,,,,,,,,,,,,,,,
3653,,,,,,,,,,,,,,,,,,
3654,,,,,,,,,,,,,,,,,,
3655,,,,,,,,,,,,,,,,,,
3656,,,,,,,,,,,,,,,,,,
3657,,,,,,,,,,,,,,,,,,
3658,,,,,,,,,,,,,,,,,,
3659,,,,,,,,,,,,,,,,,,
3660,,,,,,,,,,,,,,,,,,
3661,,,,45.0,,,,350.0,,350.0,,,,,,,,
3662,,,,25.0,,,,,,,,,,,,,,
3663,,,,,,,,,,,,,,,,,,
3664,,,,,,,,,,,,,,,,,,
3665,,,,,,,,,,,,,,,,,,
3666,,,,,,,,,,,,,,,,,,
3667,,,,,,,,,,,,,,,,,,
3668,,,,,,,,,,,,,,,,,,
3669,,,,,,,,,,,,,,,,,,
3670,,,,,,,,,,,,,,,,,,
3671,,,,,,,,,,,,,,,,,,
3672,,,,,,,,,,,,,,,,,,
3673,,,,,,,,,,,,,,,,,,
3674,,,,,,,,,,,,,,,,,,
3675,,,,,,,,,,,,,,,,,,
3676,,,,,,,,,,,,,,,,,,
3677,,,,,,,,,,,,,,,,,,
3678,,,,,,,,,,,,,,,,,,
3679,,200.0,,35.0,,,,300.0,,300.0,,,,,,,,
3680,,125.0,,44.0,,,200.0,,200.0,,,,,,,,,
3681,,150.0,,44.0,,,250.0,,250.0,,,,,,,,,
3682,,,,25.0,,,,,,,,,,,,,,
3683,,100.0,,35.0,,,,300.0,,300.0,,,,,,,,
3684,,200.0,,35.0,,,350.0,350.0,350.0,350.0,,,,,,,,
3685,,,,25.0,,,,350.0,,350.0,,,,,,,,
3686,,,,,,,,,,,,,,,,,,
3687,,,,,,,,,,,,,,,,,,
3688,,,,,,,,,,,,,,,,,,
3689,,,,,,,,,,,,,,,,,,
3690,,,,,,,,,,,,,,,,,,
3691,,,,,,,,,,,,,,,,,,
3692,,,,,,,,,,,,,,,,,,
3693,,,,,,,,,,,,,,,,,,
3694,,,,,,,,,,,,,,,,,,
3695,,,,,,,,,,,,,,,,,,
3696,,,,,,,,,,,,,,,,,,
3697,,,,,,,,,,,,,,,,,,
3698,,,,,,,,,,,,,,,,,,
3699,,,,,,,,,,,,,,,,,,
3700,,,,,,,,,,,,,,,,,,
3701,,,,,,,,,,,,,,,,,,
3702,,,,,,,,,,,,,,,,,,
3703,,,,,,,,,,,,,,,,,,
3704,,,,,,,,,,,,,,,,,,
3705,,,,,,,,,,,,,,,,,,
3706,,,,,,,,,,,,,,,,,,
3707,,,,,,,,,,,,,,,,,,
3708,,,,,,,,,,,,,,,,,,
3709,,,,,,,,,,,,,,,,,,
3710,,,,,,,,,,,,,,,,,,
3711,,,,35.0,,,,250.0,,250.0,,,,,,,,
3712,,,,,,,,,,,,,,,,,,
3713,,,,,,,,,,,,,,,,,,
3714,,,,,,,,,,,,,,,,,,
3715,,,,,,,,,,,,,,,,,,
3716,,,,,,,,,,,,,,,,,,
3717,,,,,,,,,,,,,,,,,,
3718,,,,,,,,,,,,,,,,,,
3719,,,,,,,,,,,,,,,,,,
3720,,,,,,,,,,,,,,,,,,
3721,,,,,,,,,,,,,,,,,,
3722,,150.0,,35.0,,,,350.0,,350.0,,,,,,,,
3723,,,,,,,,,,,,,,,,,,
3724,,,,50.0,,,,,400.0,,,,,,,,,
3725,,,,,,,,,,,,,,,,,,
3726,,,,,,,,,,,,,,,,,,
3727,,,,,,,,,,,,,,,,,,
3728,,,,,,,,,,,,,,,,,,
3729,,,,,,,,,,,,,,,,,,
3730,,,,,,,,,,,,,,,,,,
3731,,,,30.0,,,250.0,,250.0,,,,,,,,,
3732,,,,30.0,,,,250.0,,250.0,,,,,,,,
3733,,,,35.0,,,,350.0,,350.0,,,,,,,,
3734,,,,35.0,,,,300.0,,300.0,,,,,,,,
3735,,,,25.0,,,,250.0,,300.0,,,,,,,,
3736,,,,25.0,,,,250.0,,300.0,,,,,,,,
3737,,,,30.0,,,,300.0,,300.0,,,,,,,,
3738,,,,35.0,,,,300.0,,300.0,,,,,,,,
3739,,,,25.0,,,,,400.0,,,,,,,,,
3740,,,,,,,,,,,,,,,,,,
3741,,,,,,,,,,,,,,,,,,
3742,,,,,,,,,,,,,,,,,,
3743,,,,,,,,,,,,,,,,,,
3744,,,,,,,,,,,,,,,,,,
3745,,,,,,,,,,,,,,,,,,
3746,,,,,,,,,,,,,,,,,,
3747,,,,,,,,,,,,,,,,,,
3748,,,,,,,,,,,,,,,,,,
3749,,,,,,,,,,,,,,,,,,
3750,,,,,,,,,,,,,,,,,,
3751,,,,,,,,,,,,,,,,,,
3752,,,,,,,,,,,,,,,,,,
3753,,,,,,,,,,,,,,,,,,
3754,,,,,,,,,,,,,,,,,,
3755,,,,,,,,,,,,,,,,,,
3756,,,,,,,,,,,,,,,,,,
3757,,,,,,,,,,,,,,,,,,
3758,,,,,,,,,,,,,,,,,,
3759,,,,,,,,,,,,,,,,,,
3760,,,,,,,,,,,,,,,,,,
3761,,,,,,,,,,,,,,,,,,
3762,,,,,,,,,,,,,,,,,,
3763,,,,,,,,,,,,,,,,,,
3764,,,,,,,,,,,,,,,,,,
3765,,,,,,,,,,,,,,,,,,
3766,,,,,,,,,,,,,,,,,,
3767,,,,50.0,,,,400.0,,400.0,,,,,,,,
3768,,,,50.0,,,,350.0,,350.0,,,,,,,,
3769,,175.0,,50.0,,,,400.0,,400.0,,,,,,,,
3770,,400.0,,50.0,,,,350.0,,350.0,,,,,,,,
3771,,400.0,,50.0,,,,400.0,,400.0,,,,,,,,
3772,,400.0,,50.0,,,,400.0,,400.0,,,,,,,,
3773,,400.0,,50.0,,,,,450.0,,,,,,,,,
3774,,,450.0,50.0,,,,,,,,,,,,,,200.0
3775,,450.0,,50.0,,,,400.0,,400.0,,,,,,,,
3776,,350.0,,50.0,,,,400.0,,400.0,,,,,,,,
3777,,,,50.0,,,,300.0,,300.0,,,400.0,,,,,
3778,,350.0,,50.0,,,,400.0,,400.0,,,,,,,,
3779,,300.0,,50.0,,,,450.0,,450.0,,,,,,,,
3780,,,,50.0,,,,300.0,,300.0,,,,,,,,
3781,,350.0,,50.0,,,,350.0,,500.0,,,,,,,,
3782,,,,29.0,,,300.0,300.0,300.0,300.0,,,,,,,,
3783,,,,50.0,,,,350.0,,450.0,,,295.0,,,,,
3784,,200.0,,50.0,,,250.0,,250.0,,,,,,,,,
3785,,,500.0,60.0,,,,500.0,,500.0,,,,,,,,
3786,,,,60.0,,,,500.0,,500.0,,,,,,,,
3787,,,,50.0,,,300.0,,,,,,,,,,,
3788,,,,50.0,,,,,,,,,,,,,,
3789,,,,40.0,,,200.0,,200.0,,,,,,,,,
3790,,,,60.0,,,400.0,400.0,400.0,400.0,,,,,,,,
3791,,,,,,,,,,,,,,,,,,
3792,,,,,,,,,,,,,,,,,,
3793,,,,,,,,,,,,,,,,,,
3794,,,,,,,,,,,,,,,,,,
3795,,,,,,,,,,,,,,,,,,
3796,,,,50.0,,,,500.0,,500.0,,,300.0,,,,,
3797,,,,,,,,,,,,,,,,,,
3798,,,,,,,,,,,,,,,,,,
3799,,,,,,,,,,,,,,,,,,
3800,,,,,,,,,,,,,,,,,,
3801,,,,,,,,,,,,,,,,,,
3802,,,,,,,,,,,,,,,,,,
3803,,,,,,,,,,,,,,,,,,
3804,,,,,,,,,,,,,,,,,,
3805,,,,,,,,,,,,,,,,,,
3806,,,,,,,,,,,,,,,,,,
3807,,,,,,,,,,,,,,,,,,
3808,,,,,,,,,,,,,,,,,,
3809,,,,,,,,,,,,,,,,,,
3810,,,,,,,,,,,,,,,,,,
3811,,,,,,,,,,,,,,,,,,
3812,,,,,,,,,,,,,,,,,,
3813,,,,,,,,,,,,,,,,,,
3814,,,,,,,,,,,,,,,,,,
3815,,,,,,,,,,,,,,,,,,
3816,,,,,,,,,,,,,,,,,,
3817,,,,,,,,,,,,,,,,,,
3818,,,,,,,,,,,,,,,,,,
3819,,,,,,,,,,,,,,,,,,
3820,,,,,,,,,,,,,,,,,,
3821,,,,,,,,,,,,,,,,,,
3822,,,,,,,,,,,,,,,,,,
3823,,,,,,,,,,,,,,,,,,
3824,,,,,,,,,,,,,,,,,,
3825,,,,,,,,,,,,,,,,,,
3826,,,,,,,,,,,,,,,,,,
3827,,,,,,,,,,,,,,,,,,
3828,,,,,,,,,,,,,,,,,,
3829,,,,,,,,,,,,,,,,,,
3830,,,,,,,,,,,,,,,,,,
3831,,,,,,,,,,,,,,,,,,
3832,,,,,,,,,,,,,,,,,,
3833,,,,,,,,,,,,,,,,,,
3834,,,,,,,,,,,,,,,,,,
3835,,,,,,,,,,,,,,,,,,
3836,,,,,,,,,,,,,,,,,,
3837,,,,,,,,,,,,,,,,,,
3838,,,,,,,,,,,,,,,,,,
3839,,,,,,,,,,,,,,,,,,
3840,,,,,,,,,,,,,,,,,,
3841,,,,,,,,,,,,,,,,,,
3842,,,,,,,,,,,,,,,,,,
3843,,,,,,,,,,,,,,,,,,
3844,,,,,,,,,,,,,,,,,,
3845,,,,,,,,,,,,,,,,,,
3846,,,,,,,,,,,,,,,,,,
3847,,,,,,,,,,,,,,,,,,
3848,,,,,,,,,,,,,,,,,,
3849,,,,,,,,,,,,,,,,,,
3850,,,,,,,,,,,,,,,,,,
3851,,,,,,,,,,,,,,,,,,
3852,,,,,,,,,,,,,,,,,,
3853,,,,,,,,,,,,,,,,,,
3854,,,,,,,,,,,,,,,,,,
3855,,,,,,,,,,,,,,,,,,
3856,,,,,,,,,,,,,,,,,,
3857,,,,,,,,,,,,,,,,,,
3858,,,,,,,,,,,,,,,,,,
3859,,,,,,,,,,,,,,,,,,
3860,,,,,,,,,,,,,,,,,,
3861,,,,,,,,,,,,,,,,,,
3862,,,,,,,,,,,,,,,,,,
3863,,,,,,,,,,,,,,,,,,
3864,,,,,,,,,,,,,,,,,,
3865,,,,,,,,,,,,,,,,,,
3866,,,,,,,,,,,,,,,,,,
3867,,,,,,,,,,,,,,,,,,
3868,,,,,,,,,,,,,,,,,,
3869,,,,,,,,,,,,,,,,,,
3870,,,,,,,,,,,,,,,,,,
3871,,,,,,,,,,,,,,,,,,
3872,,,,,,,,,,,,,,,,,,
3873,,,,,,,,,,,,,,,,,,
3874,,,,,,,,,,,,,,,,,,
3875,,,,,,,,,,,,,,,,,,
3876,,,,,,,,,,,,,,,,,,
3877,,,,,,,,,,,,,,,,,,
3878,,,,,,,,,,,,,,,,,,
3879,,,,,,,,,,,,,,,,,,
3880,,,,,,,,,,,,,,,,,,
3881,,,,,,,,,,,,,,,,,,
3882,,,,,,,,,,,,,,,,,,
3883,,,,,,,,,,,,,,,,,,
3884,,,,25.0,,,,,,,,,,,,,,
3885,,,,,,,,,,,,,,,,,,
3886,,,,,,,,,,,,,,,,,,
3887,,,,,,,,,,,,,,,,,,
3888,,,,,,,,,,,,,,,,,,
3889,,,,,,,,,,,,,,,,,,
3890,,,,,,,,,,,,,,,,,,
3891,,,,,,,,,,,,,,,,,,
3892,,,,,,,,,,,,,,,,,,
3893,,,,,,,,,,,,,,,,,,
3894,,,,,,,,,,,,,,,,,,
3895,,100.0,,50.0,,,,,,,,,,,,,,
3896,,100.0,,50.0,,,,,,,,,,,,,,
3897,,100.0,,50.0,,,,,,,,,,,,,,
3898,,,,25.0,,,200.0,,200.0,,,,,,,,,
3899,,,,44.0,,,,,,,,,,,,,,
3900,,,,35.0,,,300.0,,300.0,,,,,,,,,
3901,,,,,,,,,,,,,,,,,,
3902,,,,,,,,,,,,,,,,,,
3903,,,,,,,,,,,,,,,,,,
3904,,,,,,,,,,,,,,,,,,
3905,,,,,,,,,,,,,,,,,,
3906,,,,,,,,,,,,,,,,,,
3907,,150.0,,50.0,,,250.0,,250.0,,,,,,,,,
3908,,,,50.0,,,,,,,,,,,,,,
3909,,,,35.0,,,250.0,,250.0,,,,,,,,,
3910,,,,,,,,,,,,,,,,,,
3911,,,,,,,,,,,,,,,,,,
3912,,,,,,,,,,,,,,,,,,
3913,,,,,,,,,,,,,,,,,,
3914,,,,,,,,,,,,,,,,,,
3915,,,,,,,,,,,,,,,,,,
3916,,,,,,,,,,,,,,,,,,
3917,,,,,,,,,,,,,,,,,,
3918,,,,,,,,,,,,,,,,,,
3919,,300.0,,25.0,,,,300.0,,300.0,,,,,,,,
3920,,,,25.0,,,,,,,,,,,,,,
3921,,,,25.0,,,,,,,,,,,,,,
3922,,,,50.0,,,,,,,,,,,,,,
3923,,100.0,,50.0,,,,,,,,,,,,,,
3924,,,,25.0,,,,,,,,,,,,,,
3925,,,,25.0,,,200.0,600.0,200.0,600.0,,,,,,,,
3926,,,,,,,,500.0,,500.0,,,,,,,,
3927,,,,22.0,,,,,,,,,,,,,,
3928,,85.0,,35.0,,,500.0,3.0,500.0,3.0,,,,,,,,
3929,,100.0,,44.0,,,250.0,250.0,250.0,250.0,,,,,,,,
3930,,100.0,,50.0,,,,250.0,,250.0,,,,,,,,
3931,,,,35.0,,,,,,,,,,,,,,
3932,,,,50.0,,,100.0,,100.0,,,,,,,,,
3933,,,,32.0,,,,,,,,,,,,,,
3934,,,,50.0,,,,,,,,,,,,,,
3935,,,,50.0,,,,,,,,,,,,,,
3936,,,,20.0,,,,,,,,,,,,,,
3937,,,,32.0,,,,,,,,,,,,,,
3938,,,,,,,,,,,,,,,,,,
3939,,,,,,,,,,,,,,,,,,
3940,,,,,,,,,,,,,,,,,,
3941,,,,,,,,,,,,,,,,,,
3942,,,,,,,,,,,,,,,,,,
3943,,,,,,,,,,,,,,,,,,
3944,,,,,,,,,,,,,,,,,,
3945,,,,,,,,,,,,,,,,,,
3946,,,,,,,,,,,,,,,,,,
3947,,,,,,,,,,,,,,,,,,
3948,,,,,,,,,,,,,,,,,,
3949,,,,,,,,,,,,,,,,,,
3950,,,,,,,,,,,,,,,,,,
3951,,,,,,,,,,,,,,,,,,
3952,,,,,,,,,,,,,,,,,,
3953,,100.0,,35.0,,,,,300.0,,,,,,,,,
3954,,,,35.0,,,,,,,,,,,,,,
3955,,,,45.0,,,,275.0,,275.0,,,,,,,,
3956,,99.0,,30.0,,,,,,,,,,,,,,
3957,,,,40.0,,,,,250.0,,,,,,,,,
3958,,,,35.0,,,250.0,,250.0,,,,,,,,,88.0
3959,,,,25.0,,,,,,,,,,,,,,
3960,,,,35.0,,,,,,,,,,,,,,
3961,,,,,,,,,,,,,,,,,,
3962,,100.0,,44.0,,,250.0,,,,,,,,,,,
3963,,100.0,,50.0,,,,,,,,,,,,,,
3964,,,,50.0,,,,,,,,,,,,,,
3965,,,,35.0,,,,,,,,,,,,,,
3966,,,,,,,,,,,,,,,,,,
3967,,,,,,,,,,,,,,,,,,
3968,,,,,,,,,,,,,,,,,,
3969,,,,,,,,,,,,,,,,,,
3970,,,,,,,,,,,,,,,,,,
3971,,,,,,,,,,,,,,,,,,
3972,,,,,,,,,,,,,,,,,,
3973,,,,,,,,,,,,,,,,,,
3974,,,,,,,,,,,,,,,,,,
3975,,,,,,,,,,,,,,,,,,
3976,,,,,,,,,,,,,,,,,,
3977,,,,,,,,,,,,,,,,,,
3978,,,,,,,,,,,,,,,,,,
3979,,,,,,,,,,,,,,,,,,
3980,,,,,,,,,,,,,,,,,,
3981,,,,,,,,,,,,,,,,,,
3982,,,,,,,,,,,,,,,,,,
3983,,,,,,,,,,,,,,,,,,
3984,,,,,,,,,,,,,,,,,,
3985,,,,,,,,,,,,,,,,,,
3986,,,,,,,,,,,,,,,,,,
3987,,,,,,,,,,,,,,,,,,
3988,,,,,,,,,,,,,,,,,,
3989,,,,,,,,,,,,,,,,,,
3990,,,,,,,,,,,,,,,,,,
3991,,,,,,,,,,,,,,,,,,
3992,,,,,,,,,,,,,,,,,,
3993,,,,,,,,,,,,,,,,,,
3994,,,,,,,,,,,,,,,,,,
3995,,,,,,,,,,,,,,,,,,
3996,,,,,,,,,,,,,,,,,,
3997,,,,,,,,,,,,,,,,,,
3998,,,,,,,,,,,,,,,,,,
3999,,,,,,,,,,,,,,,,,,
4000,,,,,,,,,,,,,,,,,,
4001,,,,,,,,,,,,,,,,,,
4002,,,,,,,,,,,,,,,,,,
4003,,,,,,,,,,,,,,,,,,
4004,,,,,,,,,,,,,,,,,,
4005,,,,,,,,,,,,,,,,,,
4006,,300.0,,50.0,,,400.0,50.0,400.0,50.0,,,,,,,,
4007,,,,25.0,,,,250.0,,250.0,,,,,,,,
4008,,,,25.0,,,,,,,,,,,,,,
4009,,,,,,,,,,,,,,,,,,
4010,,,,,,,,,,,,,,,,,,
4011,,,,,,,,,,,,,,,,,,
4012,,,,,,,,,,,,,,,,,,
4013,,,,25.0,,,,,,,,,,,,,,
4014,,,,,,,,,,,,,,,,,,
4015,,,,25.0,,,,,,,,,,,,,,
4016,,,,,,,,,,,,,,,,,,
4017,,,,,,,,,,,,,,,,,,
4018,,,,,,,,,,,,,,,,,,
4019,,,,,,,,,,,,,,,,,,
4020,,,,,,,,,,,,,,,,,,
4021,,,,,,,,,,,,,,,,,,
4022,,,,,,,,,,,,,,,,,,
4023,,,,,,,,,,,,,,,,,,
4024,,,,,,,,,,,,,,,,,,
4025,,,,,,,,,,,,,,,,,,
4026,,,,,,,,,,,,,,,,,,
4027,,,,,,,,,,,,,,,,,,
4028,,,,,,,,,,,,,,,,,,
4029,,,,,,,,,,,,,,,,,,
4030,,,,,,,,,,,,,,,,,,
4031,,,,,,,,,,,,,,,,,,
4032,,,,,,,,,,,,,,,,,,
4033,,,,25.0,,,,,,,,,,,,,,
4034,,,,55.0,,,,,,,,,,,,,,
4035,,,,,,,,,,,,,,,,,,
4036,,,,,,,,,,,,,,,,,,
4037,,,,,,,,,,,,,,,,,,
4038,,,,,,,,,,,,,,,,,,
4039,,,,,,,,,,,,,,,,,,
4040,,,,,,,,,,,,,,,,,,
4041,,,,,,,,,,,,,,,,,,
4042,,,,,,,,,,,,,,,,,,
4043,,,,,,,,,,,,,,,,,,
4044,,,,,,,,,,,,,,,,,,
4045,,,,,,,,,,,,,,,,,,
4046,,,,,,,,,,,,,,,,,,
4047,,,,,,,,,,,,,,,,,,
4048,,,,,,,,,,,,,,,,,,
4049,,,,,,,,,,,,,,,,,,
4050,,,,,,,,,,,,,,,,,,
4051,,,,,,,,,,,,,,,,,,
4052,,,,,,,,,,,,,,,,,,
4053,,,,,,,,,,,,,,,,,,
4054,,,,,,,,,,,,,,,,,,
4055,,,,,,,,,,,,,,,,,,
4056,,,,,,,,,,,,,,,,,,
4057,,,,,,,,,,,,,,,,,,
4058,,,,,,,,,,,,,,,,,,
4059,,,,,,,,,,,,,,,,,,
4060,,,,,,,,,,,,,,,,,,
4061,,,,,,,,,,,,,,,,,,
4062,,,,,,,,,,,,,,,,,,
4063,,,,,,,,,,,,,,,,,,
4064,,,,,,,,,,,,,,,,,,
4065,,,,,,,,,,,,,,,,,,
4066,,,,,,,,,,,,,,,,,,
4067,,,,,,,,,,,,,,,,,,
4068,,,,,,,,,,,,,,,,,,
4069,,,,18.0,,,,,,,,,,,,,,
4070,,,,,,,,,,,,,,,,,,
4071,,,,,,,,,,,,,,,,,,
4072,,,,,,,,,,,,,,,,,,
4073,,,,,,,,,,,,,,,,,,
4074,,,,,,,,,,,,,,,,,,
4075,,,,,,,,,,,,,,,,,,
4076,,,,,,,,,,,,,,,,,,
4077,,,,,,,,,,,,,,,,,,
4078,,,,,,,,,,,,,,,,,,
4079,,,,,,,,,,,,,,,,,,
4080,,,,,,,,,,,,,,,,,,
4081,,,,,,,,,,,,,,,,,,
4082,,,,,,,,,,,,,,,,,,
4083,,,,,,,,,,,,,,,,,,
4084,,,300.0,60.0,,,,350.0,,350.0,,,,,,,,
4085,,250.0,,50.0,,,,250.0,,250.0,,,,,,,,
4086,,200.0,,50.0,,,,250.0,,250.0,,,,,,,,
4087,,450.0,,50.0,,,,225.0,,250.0,,,,,,,,
4088,,300.0,,49.0,,,,250.0,,250.0,,,,,,,,
4089,,,,,,,,,,,,,,,,,,
4090,,,,,,,,,,,,,,,,,,
4091,,,,,,,,,,,,,,,,,,
4092,,,,,,,,,,,,,,,,,,
4093,,,,,,,,,,,,,,,,,,
4094,,,,,,,,,,,,,,,,,,
4095,,,,,,,,,,,,,,,,,,
4096,,,,,,,,,,,,,,,,,,
4097,,,,,,,,,,,,,,,,,,
4098,,,,,,,,,,,,,,,,,,
4099,,,,,,,,,,,,,,,,,,
4100,,,,,,,,,,,,,,,,,,
4101,,,,,,,,,,,,,,,,,,
4102,,,,,,,,,,,,,,,,,,
4103,,,,,,,,,,,,,,,,,,
4104,,,,,,,,,,,,,,,,,,
4105,,,,,,,,,,,,,,,,,,
4106,,,,,,,,,,,,,,,,,,
4107,,,,,,,,,,,,,,,,,,
4108,,,,,,,,,,,,,,,,,,
4109,,,,,,,,,,,,,,,,,,
4110,,,,,,,,,,,,,,,,,,
4111,,,,,,,,,,,,,,,,,,
4112,,,,,,,,,,,,,,,,,,
4113,,,,,,,,,,,,,,,,,,
4114,,,,,,,,,,,,,,,,,,
4115,,,,,,,,,,,,,,,,,,
4116,,,,,,,,,,,,,,,,,,
4117,,,,,,,,,,,,,,,,,,
4118,,,,,,,,,,,,,,,,,,
4119,,,,,,,,,,,,,,,,,,
4120,,,,,,,,,,,,,,,,,,
4121,,,,,,,,,,,,,,,,,,
4122,,,,,,,,,,,,,,,,,,
4123,,,,,,,,,,,,,,,,,,
4124,,,,,,,,,,,,,,,,,,
4125,,,,,,,,,,,,,,,,,,
4126,,,,,,,,,,,,,,,,,,
4127,,,,,,,,,,,,,,,,,,
4128,,,,,,,,,,,,,,,,,,
4129,,,,,,,,,,,,,,,,,,
4130,,,,,,,,,,,,,,,,,,
4131,,,,,,,,,,,,,,,,,,
4132,,,,,,,,,,,,,,,,,,
4133,,,,,,,,,,,,,,,,,,
4134,,,,,,,,,,,,,,,,,,
4135,,,,,,,,,,,,,,,,,,
4136,,,,25.0,,,300.0,,300.0,,,,,,,,,
4137,,,,,,,,,,,,,,,,,,
4138,,,,40.0,,,200.0,,200.0,,,,,,,,,
4139,,250.0,,35.0,,,,400.0,,400.0,,,,,,,,
4140,,100.0,,50.0,,,,,,,,,,,,,,
4141,,100.0,,50.0,,,,,,,,,,,,,,
4142,,,,29.0,,,,375.0,,375.0,,,,,,,,
4143,,,,25.0,,,,,,,,,,,,,,
4144,,,,31.0,,,500.0,,500.0,50.0,,,,,,,,
4145,,,,,,,,,,,,,,,,,,
4146,,,,,,,,,,,,,,,,,,
4147,,,,,,,,,,,,,,,,,,
4148,,,,,,,,,,,,,,,,,,
4149,,,,,,,,,,,,,,,,,,
4150,,,,,,,,,,,,,,,,,,
4151,,,,,,,,,,,,,,,,,,
4152,,,,,,,,,,,,,,,,,,
4153,,,,,,,,,,,,,,,,,,
4154,,,,35.0,,,,,,,,,,,,,,
4155,,,,40.0,,,,100.0,,100.0,,,,,,,,
4156,,,,,,,,,,,,,,,,,,
4157,,,,,,,,,,,,,,,,,,
4158,,,,,,,,,,,,,,,,,,
4159,,,,,,,,,,,,,,,,,,
4160,,,,,,,,,,,,,,,,,,
4161,,,,25.0,,,250.0,,,,,,,,,,,
4162,,,,,,,,,,,,,,,,,,
4163,,,,,,,,,,,,,,,,,,
4164,,,,17.0,,,,,,,,,,,,,,
4165,,,,35.0,,,,,,,,,,,,,,
4166,,,,,,,,,,,,,,,,,,
4167,,,,,,,,,,,,,,,,,,
4168,,,,,,,,,,,,,,,,,,
4169,,,,35.0,,,,300.0,,300.0,,,,,,,,
4170,,,,40.0,,,,,,,,,,,,,,
4171,,,,44.0,,,,,,,,,,,,,,
4172,,100.0,,50.0,,,,,,,,,,,,,,
4173,,100.0,,50.0,,,,,,,,,,,,,,
4174,,,,25.0,,,,,,,,,,,,,,
4175,,,,,,,,,,,,,,,,,,
4176,,,,,,,,,,,,,,,,,,
4177,,,,,,,,,,,,,,,,,,
4178,,,,,,,,,,,,,,,,,,
4179,,,,,,,,,,,,,,,,,,
4180,,,,,,,,,,,,,,,,,,
4181,,,,,,,,,,,,,,,,,,
4182,,,,60.0,,,,,,,,,,,,,,
4183,,,,35.0,,,,,,,,,,,,,,
4184,,,,,,,,,,,,,,,,,,
4185,,,,,,,,,,,,,,,,,,
4186,,,,,,,,,,,,,,,,,,
4187,,400.0,,25.0,,,,500.0,,500.0,,,,,,,,
4188,,,,25.0,,,600.0,,600.0,,,,,,,,,
4189,,,,25.0,,,400.0,,400.0,,,,,,,,,99.0
4190,,,,35.0,,,,300.0,,300.0,,,,,,,,
4191,,,,25.0,,,,,,,,,,,,,,
4192,,150.0,,25.0,,,250.0,250.0,250.0,250.0,,,,,,,,
4193,,,,25.0,,,350.0,,350.0,,,,,,,,,260.0
4194,,,,,,,,,,,,,,,,,,
4195,,,,,,,,,,,,,,,,,,
4196,,,,,,,,,,,,,,,,,,
4197,,,,,,,,,,,,,,,,,,
4198,,,,,,,,,,,,,,,,,,
4199,,,,,,,,,,,,,,,,,,
4200,,,,,,,,,,,,,,,,,,
4201,,,,25.0,,,200.0,200.0,200.0,200.0,,,,,,,,
4202,,,,25.0,,,250.0,,250.0,,,,,,,,,
4203,,125.0,,44.0,,,250.0,,250.0,,,,,,,,,
4204,,,,25.0,,,,,,,,,,,,,,
4205,,,,,,,,250.0,,250.0,,,,,,,,
4206,,,,35.0,,,,300.0,,300.0,,,,,,,,
4207,,,,35.0,,,,300.0,,300.0,,,,,,,,
4208,,,,35.0,,,,250.0,,250.0,,,,,,,,
4209,,,,35.0,,,,250.0,,250.0,,,,,,,,
4210,,,300.0,35.0,,,,,,,,,,,,,,
4211,,,350.0,25.0,,,,,,,,,,,,,,
4212,,,400.0,25.0,,,250.0,,250.0,,,,,,,,,
4213,,,,32.0,,,,,300.0,,,,,,,,,
4214,,,,60.0,,,300.0,,300.0,,,,,,,,,
4215,,150.0,,35.0,,,,150.0,150.0,,,,,,,,,
4216,,,,29.0,,,,375.0,,,,,,,,,,
4217,,,,44.0,,,,,250.0,,250.0,,,,,,,
4218,,300.0,,25.0,,,300.0,300.0,300.0,300.0,,,,,,,,
4219,,100.0,,50.0,,,,,,,,,,,,,,
4220,,,,35.0,,,,,,,,,,,,,,
4221,,,,25.0,,,,300.0,,300.0,,,,,,,,
4222,,,,25.0,,,,,,,,,,,,,,
4223,,,,31.0,,,,,,,,,,,,,,
4224,,,,40.0,,,,300.0,,300.0,,,,,,,,
4225,,,,25.0,,,,,,,,,,,,,,
4226,,,,35.0,,,250.0,,250.0,,,,,,,,,
4227,,,,38.0,,,,250.0,,250.0,,,,,,,,
4228,,,,38.0,,,,350.0,,350.0,,,,,,,,
4229,,,,25.0,,,300.0,,300.0,,,,,,,,,
4230,,,,25.0,,,350.0,,350.0,,,,,,,,,
4231,,,,30.0,,,300.0,,300.0,,,,,,,,,
4232,,150.0,,35.0,,,200.0,200.0,200.0,200.0,,,,,,,,
4233,,,,,,,,,,,,,,,,,,
4234,,,,25.0,,,,,,,,,,,,,,
4235,,,,25.0,,,,,,,,,,,,,,
