pid,Other Fee,admin,amenity,appfee,birddep,birdfee,catdep,catfee,dogdep,dogfee,fishdep,fishfee,movein,na,otherdep,reptiledep,reptilefee,unknown
621,,,,,,,,,,,,,,,,,,
622,,,,,,,,,,,,,,,,,,
623,,,,,,,,,,,,,,,,,,
624,,,,,,,,,,,,,,,,,,
625,,,,,,,,,,,,,,,,,,
626,,,,,,,,,,,,,,,,,,
627,,,,,,,,,,,,,,,,,,
628,,,,,,,,,,,,,,,,,,
629,,,,,,,,,,,,,,,,,,
630,,,,,,,,,,,,,,,,,,
631,,,,,,,,,,,,,,,,,,
632,,,,,,,,,,,,,,,,,,
633,,,,30.0,,,,,,,,,,,,,,
634,,,300.0,50.0,,,,300.0,,300.0,,,,,,,,
635,,300.0,,50.0,,,,250.0,,250.0,,,,,,,,
636,,,,,,,,,,,,,,,,,,
637,,,,,,,,,,,,,,,,,,
638,,,,,,,,,,,,,,,,,,
639,,,,,,,,,,,,,,,,,,
640,,,,,,,,,,,,,,,,,,
641,,,,,,,,,,,,,,,,,,
642,,,,,,,,,,,,,,,,,,
643,,,,,,,,,,,,,,,,,,
644,,,,,,,,,,,,,,,,,,
645,,,,,,,,,,,,,,,,,,
646,,,,,,,,,,,,,,,,,,
647,,,,,,,,,,,,,,,,,,
648,,,,,,,,,,,,,,,,,,
649,,,,,,,,,,,,,,,,,,
650,,,,,,,,,,,,,,,,,,
651,,,,,,,,,,,,,,,,,,
652,,,,,,,,,,,,,,,,,,
653,,,,,,,,,,,,,,,,,,
654,,,,,,,,,,,,,,,,,,
655,,,,,,,,,,,,,,,,,,
656,,,,,,,,,,,,,,,,,,
657,,,,,,,,,,,,,,,,,,
658,,,,,,,,,,,,,,,,,,
659,,,,,,,,,,,,,,,,,,
660,,,,,,,,,,,,,,,,,,
661,,,,,,,,,,,,,,,,,,
662,,,,,,,,,,,,,,,,,,
663,,,,,,,,,,,,,,,,,,
664,,,,,,,,,,,,,,,,,,
665,,,,,,,,,,,,,,,,,,
666,,,,,,,,,,,,,,,,,,
667,,,,,,,,,,,,,,,,,,
668,,,,,,,,,,,,,,,,,,
669,,,,,,,,,,,,,,,,,,
670,,,350.0,50.0,,,,350.0,,350.0,,,,,,,,
671,,,,,,,,,,,,,,,,,,
672,,,,,,,,,,,,,,,,,,
673,,,,,,,,,,,,,,,,,,
674,,,,,,,,,,,,,,,,,,
675,,,,45.0,,,300.0,,300.0,,,,,,,,,
676,,,225.0,50.0,,,,300.0,,300.0,,,,,300.0,,,
677,,,,25.0,,,,,,,,,,,,,,
678,,,,30.0,,,150.0,,150.0,,,,,,,,,
679,,,,25.0,,,500.0,35.0,500.0,35.0,,,,,,,,
680,,,,25.0,,,300.0,,300.0,,,,,,,,,
681,,,,50.0,,,,200.0,,200.0,,,,,,,,
682,,,,30.0,,,,250.0,,250.0,,,,,,,,
683,,,,30.0,,,,250.0,,250.0,,,,,,,,
684,,,,50.0,,,,350.0,,350.0,,,,,,,,
685,,,,25.0,,,200.0,,200.0,,,,,,,,,
686,,,,,,,,,,,,,,,,,,
687,,,,35.0,,,,300.0,,300.0,,,,,,,,
688,,,,,,,,,,,,,,,,,,
689,,,,25.0,,,250.0,,250.0,,,,,,,,,
690,,,,,,,,,,,,,,,,,,
691,,,,,,,,,,,,,,,,,,
692,,,,,,,,,,,,,,,,,,
693,,,,,,,,,,,,,,,,,,
694,,,,,,,,,,,,,,,,,,
695,,,1500.0,35.0,,,,300.0,,300.0,,,,,,,,
696,,,,,,,,,,,,,,,,,,
697,,,,,,,,,,,,,,,,,,
698,,,,,,,,,,,,,,,,,,
699,,,,,,,,,,,,,,,,,,
700,,,,,,,,,,,,,,,,,,
701,,,,,,,,,,,,,,,,,,
702,,,,,,,,,,,,,,,,,,
703,,,,,,,,,,,,,,,,,,
704,,,,,,,,,,,,,,,,,,
705,,,,,,,,,,,,,,,,,,
706,,,,,,,,,,,,,,,,,,
707,,,,,,,,,,,,,,,,,,
708,,,,,,,,,,,,,,,,,,
709,,,,,,,,,,,,,,,,,,
710,,,,,,,,,,,,,,,,,,
711,,,,,,,,,,,,,,,,,,
712,,,,,,,,,,,,,,,,,,
713,,,,,,,,,,,,,,,,,,
714,,,,,,,,,,,,,,,,,,
715,,,,,,,,,,,,,,,,,,
716,,,,,,,,,,,,,,,,,,
717,,,,,,,,,,,,,,,,,,
718,,,,,,,,,,,,,,,,,,
719,,,,,,,,,,,,,,,,,,
720,,,,,,,,,,,,,,,,,,
721,,,,,,,,,,,,,,,,,,
722,,,,,,,,,,,,,,,,,,
723,,,,,,,,,,,,,,,,,,
724,,,,,,,,,,,,,,,,,,
725,,,,,,,,,,,,,,,,,,
726,,,,,,,,,,,,,,,,,,
727,,,,,,,,,,,,,,,,,,
728,,,,,,,,,,,,,,,,,,
729,,,,,,,,,,,,,,,,,,
730,,,,,,,,,,,,,,,,,,
731,,,,,,,,,,,,,,,,,,
732,,,,,,,,,,,,,,,,,,
733,,,,,,,,,,,,,,,,,,
734,,,,,,,,,,,,,,,,,,
735,,,,,,,,,,,,,,,,,,
736,,,,,,,,,,,,,,,,,,
737,,,,,,,,,,,,,,,,,,
738,,,,,,,,,,,,,,,,,,
739,,,,,,,,,,,,,,,,,,
740,,,,,,,,,,,,,,,,,,
741,,,,,,,,,,,,,,,,,,
742,,,,,,,,,,,,,,,,,,
743,,,,,,,,,,,,,,,,,,
744,,,,,,,,,,,,,,,,,,
745,,,,,,,,,,,,,,,,,,
746,,,,,,,,,,,,,,,,,,
747,,,,,,,,,,,,,,,,,,
748,,,,,,,,,,,,,,,,,,
749,,,,,,,,,,,,,,,,,,
750,,,,,,,,,,,,,,,,,,
751,,,,,,,,,,,,,,,,,,
752,,,,,,,,,,,,,,,,,,
753,,,,,,,,,,,,,,,,,,
754,,,,,,,,,,,,,,,,,,
755,,,,,,,,,,,,,,,,,,
756,,,,,,,,,,,,,,,,,,
757,,,,,,,,,,,,,,,,,,
758,,,,,,,,,,,,,,,,,,
759,,,,,,,,,,,,,,,,,,
760,,,,,,,,,,,,,,,,,,
761,,,,,,,,,,,,,,,,,,
762,,,,,,,,,,,,,,,,,,
763,,,,,,,,,,,,,,,,,,
764,,,,,,,,,,,,,,,,,,
765,,,,,,,,,,,,,,,,,,
766,,,,,,,,,,,,,,,,,,
767,,,,,,,,,,,,,,,,,,
768,,,,,,,,,,,,,,,,,,
769,,,,,,,,,,,,,,,,,,
770,,,,,,,,,,,,,,,,,,
771,,,,,,,,,,,,,,,,,,
772,,,,,,,,,,,,,,,,,,
773,,,,,,,,,,,,,,,,,,
774,,,,,,,,,,,,,,,,,,
775,,,,,,,,,,,,,,,,,,
776,,,,,,,,,,,,,,,,,,
777,,,,,,,,,,,,,,,,,,
778,,,,,,,,,,,,,,,,,,
779,,,,,,,,,,,,,,,,,,
780,,,,,,,,,,,,,,,,,,
781,,,,,,,,,,,,,,,,,,
782,,,,,,,,,,,,,,,,,,
783,,,,,,,,,,,,,,,,,,
784,,,,,,,,,,,,,,,,,,
785,,,,,,,,,,,,,,,,,,
786,,,,,,,,,,,,,,,,,,
787,,,,,,,,,,,,,,,,,,
788,,,,,,,,,,,,,,,,,,
789,,,,,,,,,,,,,,,,,,
790,,,,,,,,,,,,,,,,,,
791,,,,,,,,,,,,,,,,,,
792,,,,,,,,,,,,,,,,,,
793,,,,,,,,,,,,,,,,,,
794,,,,,,,,,,,,,,,,,,
795,,,,,,,,,,,,,,,,,,
796,,,,25.0,,,,,,,,,,,,,,
797,,,,,,,,,,,,,,,,,,
798,,,,,,,,,,,,,,,,,,
799,,,,,,,,,,,,,,,,,,
800,,,,,,,,,,,,,,,,,,
801,,,,,,,,,,,,,,,,,,
802,,,,,,,,,,,,,,,,,,
803,,,,,,,,,,,,,,,,,,
804,,,,,,,,,,,,,,,,,,
805,,,,,,,,,,,,,,,,,,
806,,,,,,,,,,,,,,,,,,
807,,,,,,,,,,,,,,,,,,
808,,,,,,,,,,,,,,,,,,
809,,,,,,,,,,,,,,,,,,
810,,,,,,,,,,,,,,,,,,
811,,,,,,,,,,,,,,,,,,
812,,,,,,,,,,,,,,,,,,
813,,,,,,,,,,,,,,,,,,
814,,,,,,,,,,,,,,,,,,
815,,,,,,,,,,,,,,,,,,
816,,,,,,,,,,,,,,,,,,
817,,,,,,,,,,,,,,,,,,
818,,,,,,,,,,,,,,,,,,
819,,,,,,,,,,,,,,,,,,
820,,,,,,,,,,,,,,,,,,
821,,,,,,,,,,,,,,,,,,
822,,,,,,,,,,,,,,,,,,
823,,,,,,,,,,,,,,,,,,
824,,,,,,,,,,,,,,,,,,
825,,,,,,,,,,,,,,,,,,
826,,,,,,,,,,,,,,,,,,
827,,,,,,,,,,,,,,,,,,
828,,,,,,,,,,,,,,,,,,
829,,,,,,,,,,,,,,,,,,
830,,,,,,,,,,,,,,,,,,
831,,,,,,,,,,,,,,,,,,
832,,,,,,,,,,,,,,,,,,
833,,,,,,,,,,,,,,,,,,
834,,,,,,,,,,,,,,,,,,
835,,,,,,,,,,,,,,,,,,
836,,,,,,,,,,,,,,,,,,
837,,,,,,,,,,,,,,,,,,
838,,,,,,,,,,,,,,,,,,
839,,,,,,,,,,,,,,,,,,
840,,,,,,,,,,,,,,,,,,
841,,,,,,,,,,,,,,,,,,
842,,,,,,,,,,,,,,,,,,
843,,,,,,,,,,,,,,,,,,
844,,,,,,,,,,,,,,,,,,
845,,,,,,,,,,,,,,,,,,
846,,,,,,,,,,,,,,,,,,
847,,,,,,,,,,,,,,,,,,
848,,,,,,,,,,,,,,,,,,
849,,,,,,,,,,,,,,,,,,
850,,,,25.0,,,,250.0,,300.0,,,,,,,,
851,,,,40.0,,,,150.0,,150.0,,,,,,,,
852,,,,25.0,,,,,,,,,,,,,,
853,,,,,,,,,,,,,,,,,,
854,,,,,,,,,,,,,,,,,,
855,,,,,,,,,,,,,,,,,,
856,,,,,,,,,,,,,,,,,,
857,,,,,,,,,,,,,,,,,,
858,,,,,,,,,,,,,,,,,,
859,,,,,,,,,,,,,,,,,,
860,,,,,,,,,,,,,,,,,,
861,,,,,,,,,,,,,,,,,,
862,,,,,,,,,,,,,,,,,,
863,,,,25.0,,,,,,,,,,,,,,
864,,,,,,,,,,,,,,,,,,
865,,,,,,,,,,,,,,,,,,
866,,400.0,400.0,50.0,,,,500.0,,500.0,,,,,,,,
867,,,400.0,50.0,,,,500.0,,500.0,,,,,,,,
868,,,500.0,50.0,,,,50.0,,50.0,,,,,,,,
869,,500.0,,50.0,,,,500.0,,500.0,,,,,,,,
870,,500.0,,50.0,,,500.0,,500.0,,,,,,,,,
871,,400.0,,50.0,,,,500.0,,500.0,,,,,,,,
872,,,500.0,50.0,,,500.0,500.0,500.0,500.0,,,,,,,,
873,,,,50.0,,,,500.0,,500.0,,,,,,,,
874,,500.0,,50.0,,,,500.0,,500.0,,,,,,,,
875,,300.0,,65.0,,,,350.0,,350.0,,,,,,,,
876,,,,50.0,,,,,,,,,,,,,,
877,,,,50.0,,,,,,,,,,,,,,
878,,400.0,,50.0,,,,,,,,,,,,,,
879,,450.0,,,,,,,,,,,,,,,,
880,,400.0,,50.0,,,,,,,,,,,,,,
881,,400.0,,50.0,,,,,,,,,,,,,,
882,,400.0,,50.0,,,,,,,,,,,,,,
883,,400.0,,50.0,,,,,,,,,,,,,,
884,,,,50.0,,,350.0,250.0,350.0,500.0,,,,,,,,
885,,,,50.0,,,,500.0,,500.0,,,,,,,,
886,,400.0,,50.0,,,400.0,,400.0,,,,,,,,,
887,,400.0,,50.0,,,500.0,50.0,500.0,50.0,,,,,,,,
888,,500.0,,50.0,,,,500.0,,500.0,,,,,,,,
889,,500.0,,50.0,,,,500.0,,500.0,,,,,,,,
890,,500.0,,50.0,,,,400.0,,400.0,,,,,,,,
891,,500.0,,50.0,,,,500.0,,500.0,,,,,,,,
892,,,,75.0,,,,500.0,,500.0,,,,,,,,
893,,,500.0,50.0,,,,500.0,,500.0,,,,,,,,
894,,,,50.0,,,400.0,,400.0,,,,,,,,,
895,,300.0,,50.0,,,,400.0,,400.0,,,,,,,,
896,,,,50.0,,,,500.0,,500.0,,,,,,,,
897,,,500.0,60.0,,,,500.0,,500.0,,,,,,,,200.0
898,,,500.0,60.0,,,,500.0,,500.0,,,,,,,,
899,,600.0,,75.0,,,,500.0,,500.0,,,,,,,,
900,,500.0,,60.0,,,,500.0,,500.0,,,,,,,,
901,,400.0,,75.0,,,,500.0,,500.0,,,,,,,,
902,,500.0,,50.0,,,,300.0,,300.0,,,,,,,,
903,,300.0,,50.0,,,450.0,,450.0,,,,,,,,,
904,,,,50.0,,,,500.0,,500.0,,,500.0,,,,,
905,,,100.0,50.0,,,,500.0,,500.0,,,500.0,,,,,
906,,,,,,,,500.0,,500.0,,,,,,,,
907,,,,50.0,,,,500.0,,500.0,,,,,,,,
908,,,400.0,50.0,,,,500.0,,500.0,,,,,,,,
909,,,600.0,50.0,,,,,,,,,,,,,,
910,,,600.0,50.0,,,,,,,,,,,,,,
911,,,300.0,50.0,,,,500.0,,500.0,,,,,,,,
912,,,400.0,50.0,,,,,,,,,,,,,,
913,,400.0,,50.0,,,,500.0,,500.0,,,,,,,,
914,,,425.0,50.0,,,,500.0,,500.0,,,,,,,,
915,,400.0,,50.0,,,,,,,,,,,,,,
916,,400.0,,50.0,,,,,,,,,,,,,,
917,,,,25.0,,,250.0,,250.0,,,,,,,,,
918,,,,40.0,,,,,,,,,,,,,,
919,,,,35.0,,,,,,,,,,,,,,
920,,500.0,500.0,50.0,,,,500.0,,500.0,,,,,,,,
921,,600.0,,50.0,,,,,,500.0,,,,,,,,
922,,400.0,,50.0,,,,500.0,,500.0,,,,,,,,
923,,400.0,,50.0,,,,500.0,,500.0,,,,,,,,
924,,400.0,,50.0,,,,500.0,,500.0,,,,,,,,
925,,300.0,,50.0,,,,500.0,,500.0,,,,,,,,
926,,365.0,,65.0,,,,200.0,,350.0,,,,,,,,
927,,300.0,,65.0,,,,350.0,,350.0,,,,,,,,
928,,400.0,,50.0,,,,,,,,,,,,,,
929,,,500.0,50.0,,,,500.0,,500.0,,,,,,,,
930,,,500.0,50.0,,,,500.0,,500.0,,,,,,,,
931,,,450.0,60.0,,,,,,,,,,,,,,
932,,250.0,,50.0,,,400.0,,400.0,,,,,,,,,
933,,400.0,,50.0,,,400.0,,400.0,,,,,,,,,
934,,400.0,,50.0,,,500.0,,500.0,,,,,,,,,
935,,,500.0,50.0,,,,500.0,,500.0,,,,,,,,
936,,,,50.0,,,,500.0,,500.0,,,250.0,,,,,
937,,,,50.0,,,,400.0,,400.0,,,,,,,,
938,,99.0,,50.0,,,,400.0,,400.0,,,,,,,,
939,,350.0,150.0,50.0,,,,500.0,200.0,,,,,,,,,
940,,,500.0,60.0,,,,500.0,,500.0,,,,,,,,
941,,,300.0,50.0,,,,300.0,,1000.0,,,300.0,,,,,
942,,,,50.0,,,,500.0,,500.0,,,,,,,,
943,,,100.0,50.0,,,,500.0,,500.0,,,500.0,,,,,
944,,,,50.0,,,,500.0,,500.0,,,500.0,,,,,
945,,,,,,,,500.0,,500.0,,,,,,,,
946,,,,50.0,,,,500.0,,500.0,,,,,,,,
947,,,,50.0,,,,500.0,,500.0,,,,,,,,
948,,250.0,,50.0,,,,500.0,,500.0,,,,,,,,
949,,,,30.0,,,,,,,,,,,,,,
950,,,,30.0,,,,,,,,,,,,,,
951,,,,30.0,,,,,,,,,,,,,,
952,,,,50.0,,,,500.0,,500.0,,,,,,,,
953,,,,35.0,,,,,,,,,,,,,,
954,,,,50.0,,,,,,500.0,,,,,,,,
955,,,,50.0,,,,500.0,,500.0,,,,,,,,
956,,400.0,,50.0,,,,500.0,,500.0,,,,,,,,
957,,500.0,,50.0,,,500.0,50.0,500.0,50.0,,,,,,,,
958,,,500.0,,,,,500.0,,500.0,,,,,,,,
959,,450.0,,50.0,,,,500.0,,500.0,,,,,,,,
960,,400.0,,50.0,,,,,,,,,,,,,,
961,,100.0,,30.0,,,,,,,,,,,,,,
962,,600.0,,60.0,,,500.0,500.0,500.0,500.0,,,,,,,,
963,,300.0,,40.0,,,,,,,,,,,,,,
964,,100.0,,65.0,,,,300.0,,300.0,,,,,,,,
965,,150.0,,50.0,,,,,,,,,,,,,,
966,,400.0,,50.0,,,,500.0,,5005.0,,,,,,,,
967,,,500.0,60.0,,,,500.0,,500.0,,,,,,,,
968,,,,60.0,,,,500.0,,500.0,,,,,,,,
969,,,,60.0,,,,250.0,,500.0,,,300.0,,,,,
970,,,,60.0,,,,500.0,,500.0,,,,,,,,
971,,,100.0,50.0,,,,500.0,,500.0,,,500.0,,,,,
972,,,,50.0,,,,500.0,,500.0,,,500.0,,,,,
973,,,,50.0,,,,500.0,,500.0,,,,,,,,
974,,,,,,,,500.0,,500.0,,,,,,,,
975,,,,50.0,,,,500.0,,500.0,,,,,,,,
976,,,,50.0,,,,500.0,,500.0,,,,,,,,
977,,,,50.0,,,,500.0,,500.0,,,500.0,,,,,
978,,,400.0,50.0,,,,500.0,,500.0,,,,,,,,
979,,,,50.0,,,,,,,,,,,,,,
980,,,,50.0,,,,,,,,,,,,,,
981,,,500.0,50.0,,,,,,,,,,,,,,
982,,,,,,,,,250.0,,,,,,,,,
983,,,,50.0,,,,500.0,,500.0,,,,,,,,
984,,,500.0,50.0,,,,500.0,,500.0,,,,,,,,
985,,,,50.0,,,,,,,,,,,,,,
986,,,,50.0,,,,,,,,,,,,,,
987,,,,40.0,,,,,,,,,,,,,,
988,,,,40.0,,,300.0,,300.0,,,,,,,,,
989,,,,25.0,,,,200.0,,,,,,,,,,
990,,,,50.0,,,,,,,,,,,,,,
991,,,,50.0,,,,,,,,,,,,,,
992,,,,50.0,,,,,,,,,,,,,,
993,,250.0,,50.0,,,,500.0,,500.0,,,,,,,,
994,,100.0,,65.0,,,,150.0,,300.0,,,,,,,,
995,,,,20.0,,,,250.0,,250.0,,,,,,,,
996,,,,55.0,,,,,,,,,,,,,,
997,,,,,,,,,,,,,,,,,,
998,,,,,,,,,,,,,,,,,,
999,,,,,,,,,,,,,,,,,,
1000,,,,,,,,,,,,,,,,,,
1001,,,,,,,,,,,,,,,,,,
1002,,,,,,,,,,,,,,,,,,
1003,,,,,,,,,,,,,,,,,,
1004,,,,,,,,,,,,,,,,,,
1005,,,,,,,,,,,,,,,,,,
1006,,,,,,,,,,,,,,,,,,
1007,,,,,,,,,,,,,,,,,,
1008,,,,,,,,,,,,,,,,,,
1009,,,,,,,,,,,,,,,,,,
1010,,,,,,,,,,,,,,,,,,
1011,,,,,,,,,,,,,,,,,,
1012,,,,,,,,,,,,,,,,,,
1013,,,,,,,,,,,,,,,,,,
1014,,,,,,,,,,,,,,,,,,
1015,,,,,,,,,,,,,,,,,,
1016,,,,,,,,,,,,,,,,,,
1017,,,,,,,,,,,,,,,,,,
1018,,,,,,,,,,,,,,,,,,
1019,,,,,,,,,,,,,,,,,,
1020,,,,,,,,,,,,,,,,,,
1021,,,,,,,,,,,,,,,,,,
1022,,,,,,,,,,,,,,,,,,
1023,,,,,,,,,,,,,,,,,,
1024,,,,,,,,,,,,,,,,,,
1025,,,,,,,,,,,,,,,,,,
1026,,,,,,,,,,,,,,,,,,
1027,,,,,,,,,,,,,,,,,,
1028,,,,,,,,,,,,,,,,,,
1029,,,,,,,,,,,,,,,,,,
1030,,,,,,,,,,,,,,,,,,
1031,,,,,,,,,,,,,,,,,,
1032,,,,,,,,,,,,,,,,,,
1033,,,,,,,,,,,,,,,,,,
1034,,,,,,,,,,,,,,,,,,
1035,,,,,,,,,,,,,,,,,,
1036,,,,,,,,,,,,,,,,,,
1037,,,,,,,,,,,,,,,,,,
1038,,,,,,,,,,,,,,,,,,
1039,,,,,,,,,,,,,,,,,,
1040,,,,,,,,,,,,,,,,,,
1041,,,,,,,,,,,,,,,,,,
1042,,,,,,,,,,,,,,,,,,
1043,,,,,,,,,,,,,,,,,,
1044,,,,,,,,,,,,,,,,,,
1045,,,,,,,,,,,,,,,,,,
1046,,500.0,,50.0,,,,500.0,,500.0,,,,,,,,
1047,,400.0,,50.0,,,,,,,,,,,,,,
1048,,300.0,200.0,50.0,,,,,,,,,,,,,,
1049,,100.0,,50.0,,,,250.0,,250.0,,,,,,,,
1050,,,,15.0,,,,300.0,,300.0,,,,,,,,
1051,,,,40.0,,,,,,,,,,,,,,
1052,,,,40.0,,,,,,,,,,,,,,
1053,,,,,,,,,,,,,,,,,,
1054,,,,40.0,,,,,,,,,,,,,,
1055,,,,40.0,,,,,,,,,,,,,,
1056,,,,40.0,,,,,,,,,,,,,,
1057,,,500.0,,,,,500.0,,500.0,,,,,,,,
1058,,,,,,,,,,,,,,,,,,
1059,,,,,,,,,,,,,,,,,,
1060,,,,,,,,,,,,,,,,,,
1061,,,,,,,,,,,,,,,,,,
1062,,,,,,,,,,,,,,,,,,
1063,,,,,,,,,,,,,,,,,,
1064,,,,,,,,,,,,,,,,,,
1065,,,,,,,,,,,,,,,,,,
1066,,,,,,,,,,,,,,,,,,
1067,,,,,,,,,,,,,,,,,,
1068,,,,,,,,,,,,,,,,,,
1069,,,,,,,,,,,,,,,,,,
1070,,,,,,,,,,,,,,,,,,
1071,,,,,,,,,,,,,,,,,,
1072,,,,,,,,,,,,,,,,,,
1073,,,,,,,,,,,,,,,,,,
1074,,,,,,,,,,,,,,,,,,
1075,,,,,,,,,,,,,,,,,,
1076,,,,,,,,,,,,,,,,,,
1077,,,,,,,,,,,,,,,,,,
1078,,,,,,,,,,,,,,,,,,
1079,,,,,,,,,,,,,,,,,,
1080,,,,,,,,,,,,,,,,,,
1081,,,,,,,,,,,,,,,,,,
1082,,,,,,,,,,,,,,,,,,
1083,,,,,,,,,,,,,,,,,,
1084,,,,,,,,,,,,,,,,,,
1085,,,,,,,,,,,,,,,,,,
1086,,,,,,,,,,,,,,,,,,
1087,,,,,,,,,,,,,,,,,,
1088,,,,,,,,,,,,,,,,,,
1089,,,,,,,,,,,,,,,,,,
1090,,,,,,,,,,,,,,,,,,
1091,,,,,,,,,,,,,,,,,,
1092,,,,,,,,,,,,,,,,,,
1093,,,,,,,,,,,,,,,,,,
1094,,,,,,,,,,,,,,,,,,
1095,,,,,,,,,,,,,,,,,,
1096,,,,,,,,,,,,,,,,,,
1097,,,,,,,,,,,,,,,,,,
1098,,,,,,,,,,,,,,,,,,
1099,,,,,,,,,,,,,,,,,,
1100,,,,,,,,,,,,,,,,,,
1101,,,,,,,,,,,,,,,,,,
1102,,,,,,,,,,,,,,,,,,
1103,,,,,,,,,,,,,,,,,,
1104,,,,,,,,,,,,,,,,,,
1105,,,,,,,,,,,,,,,,,,
1106,,,,,,,,,,,,,,,,,,
1107,,,,,,,,,,,,,,,,,,
1108,,,,,,,,,,,,,,,,,,
1109,,,,,,,,,,,,,,,,,,
1110,,,,,,,,,,,,,,,,,,
1111,,,,,,,,,,,,,,,,,,
1112,,,,,,,,,,,,,,,,,,
1113,,,,,,,,,,,,,,,,,,
1114,,,,,,,,,,,,,,,,,,
1115,,,,,,,,,,,,,,,,,,
1116,,,,,,,,,,,,,,,,,,
1117,,,,,,,,,,,,,,,,,,
1118,,,,,,,,,,,,,,,,,,
1119,,,,,,,,,,,,,,,,,,
1120,,,,,,,,,,,,,,,,,,
1121,,,,,,,,,,,,,,,,,,
1122,,,,,,,,,,,,,,,,,,
1123,,,,,,,,,,,,,,,,,,
1124,,,,,,,,,,,,,,,,,,
1125,,,,,,,,,,,,,,,,,,
1126,,,,,,,,,,,,,,,,,,
1127,,,,,,,,,,,,,,,,,,
1128,,,,,,,,,,,,,,,,,,
1129,,,,,,,,,,,,,,,,,,
1130,,,,,,,,,,,,,,,,,,
1131,,,,,,,,,,,,,,,,,,
1132,,,,,,,,,,,,,,,,,,
1133,,,,,,,,,,,,,,,,,,
1134,,,,,,,,,,,,,,,,,,
1135,,,,,,,,,,,,,,,,,,
1136,,,,,,,,,,,,,,,,,,
1137,,,,,,,,,,,,,,,,,,
1138,,,,,,,,,,,,,,,,,,
1139,,,,,,,,,,,,,,,,,,
1140,,,,,,,,,,,,,,,,,,
1141,,,,,,,,,,,,,,,,,,
1142,,,,,,,,,,,,,,,,,,
1143,,,,,,,,,,,,,,,,,,
1144,,,,,,,,,,,,,,,,,,
1145,,,,,,,,,,,,,,,,,,
1146,,,,,,,,,,,,,,,,,,
1147,,,,,,,,,,,,,,,,,,
1148,,,,,,,,,,,,,,,,,,
1149,,,,,,,,,,,,,,,,,,
1150,,,,,,,,,,,,,,,,,,
1151,,,,,,,,,,,,,,,,,,
1152,,,,,,,,,,,,,,,,,,
1153,,,,,,,,,,,,,,,,,,
1154,,,,,,,,,,,,,,,,,,
1155,,,,,,,,,,,,,,,,,,
1156,,,,,,,,,,,,,,,,,,
1157,,,,,,,,,,,,,,,,,,
1158,,,,,,,,,,,,,,,,,,
1159,,,,,,,,,,,,,,,,,,
1160,,,,,,,,,,,,,,,,,,
1161,,,,,,,,,,,,,,,,,,
1162,,,,,,,,,,,,,,,,,,
1163,,,,,,,,,,,,,,,,,,
1164,,,,,,,,,,,,,,,,,,
1165,,,,,,,,,,,,,,,,,,
1166,,,,,,,,,,,,,,,,,,
1167,,,,,,,,,,,,,,,,,,
1168,,,,,,,,,,,,,,,,,,
1169,,,,,,,,,,,,,,,,,,
1170,,,,,,,,,,,,,,,,,,
1171,,,,,,,,,,,,,,,,,,
1172,,,,,,,,,,,,,,,,,,
1173,,,,,,,,,,,,,,,,,,
1174,,,,,,,,,,,,,,,,,,
1175,,,,,,,,,,,,,,,,,,
1176,,,,,,,,,,,,,,,,,,
1177,,,,,,,,,,,,,,,,,,
1178,,,,,,,,,,,,,,,,,,
1179,,,,,,,,,,,,,,,,,,
1180,,,,,,,,,,,,,,,,,,
1181,,,,,,,,,,,,,,,,,,
1182,,,,,,,,,,,,,,,,,,
1183,,,,,,,,,,,,,,,,,,
1184,,,,,,,,,,,,,,,,,,
1185,,,,,,,,,,,,,,,,,,
1186,,,,,,,,,,,,,,,,,,
1187,,,,,,,,,,,,,,,,,,
1188,,,,,,,,,,,,,,,,,,
1189,,,,,,,,,,,,,,,,,,
1190,,,,,,,,,,,,,,,,,,
1191,,,,,,,,,,,,,,,,,,
1192,,,,,,,,,,,,,,,,,,
1193,,,,,,,,,,,,,,,,,,
1194,,,,,,,,,,,,,,,,,,
1195,,,,,,,,,,,,,,,,,,
1196,,,,,,,,,,,,,,,,,,
1197,,,,,,,,,,,,,,,,,,
1198,,,,,,,,,,,,,,,,,,
1199,,,,,,,,,,,,,,,,,,
1200,,,,,,,,,,,,,,,,,,
1201,,,,,,,,,,,,,,,,,,
1202,,,,,,,,,,,,,,,,,,
1203,,,,,,,,,,,,,,,,,,
1204,,,,,,,,,,,,,,,,,,
1205,,,,,,,,,,,,,,,,,,
1206,,,,,,,,,,,,,,,,,,
1207,,,,,,,,,,,,,,,,,,
1208,,,,,,,,,,,,,,,,,,
1209,,,,,,,,,,,,,,,,,,
1210,,,,,,,,,,,,,,,,,,
1211,,,,,,,,,,,,,,,,,,
1212,,,,,,,,,,,,,,,,,,
1213,,,,,,,,,,,,,,,,,,
1214,,,,,,,,,,,,,,,,,,
1215,,,,,,,,,,,,,,,,,,
1216,,,,,,,,,,,,,,,,,,
1217,,,,,,,,,,,,,,,,,,
1218,,,,,,,,,,,,,,,,,,
1219,,,,,,,,,,,,,,,,,,
1220,,,,,,,,,,,,,,,,,,
1221,,,,,,,,,,,,,,,,,,
1222,,,,,,,,,,,,,,,,,,
1223,,,,,,,,,,,,,,,,,,
1224,,,,,,,,,,,,,,,,,,
1225,,,,,,,,,,,,,,,,,,
1226,,,,,,,,,,,,,,,,,,
1227,,,,,,,,,,,,,,,,,,
1228,,,,,,,,,,,,,,,,,,
