pid,station,distance,time
5899,Takoma,2.4,7.0
5899,Silver Spring,2.5,8.0
59,Van Dorn Street,0.5,9.0
590,Braddock Road,1.4,5.0
590,King Street,1.8,7.0
590,Eisenhower Avenue,3.2,11.0
5900,Takoma,2.4,7.0
5900,Silver Spring,2.5,8.0
5901,Takoma,2.2,7.0
5901,Silver Spring,2.4,8.0
5902,Takoma,2.3,7.0
5902,Silver Spring,2.5,8.0
5903,Takoma,2.2,7.0
5903,Silver Spring,2.4,8.0
5904,Takoma,2.2,7.0
5904,Silver Spring,2.3,8.0
5905,Takoma,2.4,7.0
5905,Silver Spring,2.6,8.0
5906,Takoma,2.2,7.0
5906,Silver Spring,2.3,8.0
5907,Takoma,2.4,7.0
5907,Silver Spring,2.5,8.0
5908,Silver Spring,1.6,6.0
5908,Forest Glen,1.9,5.0
5908,Takoma,2.4,7.0
5909,Silver Spring,1.5,5.0
5909,Takoma,1.8,6.0
591,Braddock Road,0.2,1.0
591,King Street,0.9,3.0
591,Eisenhower Avenue,3.1,8.0
591,Huntington,3.7,10.0
5910,Takoma,2.0,6.0
5910,Silver Spring,2.1,7.0
5911,Silver Spring,2.2,7.0
5911,Takoma,2.4,7.0
5912,Takoma,2.4,7.0
5912,Silver Spring,2.5,8.0
5913,Takoma,1.3,4.0
5913,Silver Spring,1.9,7.0
5914,Silver Spring,0.9,4.0
5914,Takoma,1.6,6.0
5914,Forest Glen,1.9,6.0
5915,Takoma,0.9,17.0
5915,Silver Spring,0.9,17.0
5916,Wheaton,0.6,2.0
5916,Glenmont,1.6,4.0
5917,Takoma,2.1,7.0
5917,Silver Spring,2.3,8.0
5918,Takoma,2.3,7.0
5918,Silver Spring,2.4,8.0
5919,Wheaton,0.9,3.0
5919,Forest Glen,2.1,7.0
5919,Glenmont,2.4,7.0
592,Braddock Road,0.4,2.0
592,King Street,1.2,4.0
592,Eisenhower Avenue,3.2,8.0
5920,Wheaton,2.5,9.0
5920,White Flint,2.9,9.0
5920,Glenmont,2.9,10.0
5920,Grosvenor-Strathmore,3.1,8.0
5921,Takoma,2.0,6.0
5921,Silver Spring,2.4,9.0
5922,Silver Spring,0.9,3.0
5922,Takoma,1.5,5.0
5922,Forest Glen,1.8,6.0
5923,Takoma,2.1,8.0
5923,Silver Spring,2.3,8.0
5924,None,,
5925,Silver Spring,1.3,4.0
5925,Takoma,1.6,5.0
5926,Takoma,2.0,6.0
5926,Silver Spring,2.2,7.0
5927,Takoma,2.2,7.0
5927,Silver Spring,2.4,8.0
5928,None,,
5929,Silver Spring,1.1,4.0
5929,Takoma,1.5,4.0
593,Franconia-Springfield,1.6,4.0
5930,Takoma,2.2,7.0
5930,Silver Spring,2.3,9.0
5931,Takoma,2.4,8.0
5931,Silver Spring,2.6,9.0
5932,Takoma,2.4,8.0
5932,Silver Spring,2.5,8.0
5933,Takoma,2.1,7.0
5933,Silver Spring,2.3,8.0
5934,Takoma,2.1,7.0
5934,Silver Spring,2.3,8.0
5935,Silver Spring,2.3,8.0
5935,Takoma,2.3,7.0
5936,Takoma,2.3,8.0
5936,Silver Spring,2.6,8.0
5937,Takoma,2.4,7.0
5937,Silver Spring,2.5,8.0
5938,Silver Spring,2.8,9.0
5939,Takoma,2.3,8.0
5939,Silver Spring,2.5,8.0
594,Van Dorn Street,0.5,10.0
5940,Silver Spring,2.8,9.0
5941,Silver Spring,2.9,9.0
5942,Takoma,2.0,7.0
5942,Silver Spring,2.2,7.0
5943,Takoma,2.3,7.0
5943,Silver Spring,2.5,8.0
5944,Takoma,2.2,7.0
5944,Silver Spring,2.3,8.0
5945,Silver Spring,0.7,2.0
5945,Takoma,1.2,3.0
5945,Forest Glen,2.2,6.0
5946,Silver Spring,1.4,5.0
5946,Takoma,1.7,5.0
5947,Takoma,2.2,7.0
5947,Silver Spring,2.2,8.0
5948,Takoma,2.1,7.0
5948,Silver Spring,2.2,7.0
5949,Wheaton,1.6,6.0
5949,Glenmont,2.3,6.0
595,Ronald Reagan Washington National Airport,2.8,10.0
595,Pentagon City,2.9,5.0
595,Crystal City,3.7,8.0
5950,Silver Spring,1.4,5.0
5950,Takoma,1.7,5.0
5951,None,,
5952,Silver Spring,0.8,2.0
5952,Takoma,1.2,4.0
5953,Takoma,2.0,7.0
5953,Silver Spring,2.2,8.0
5954,Takoma,2.0,7.0
5954,Silver Spring,2.2,8.0
5955,Takoma,2.1,6.0
5955,Silver Spring,2.2,7.0
5956,Silver Spring,2.9,9.0
5957,None,,
5958,Takoma,2.1,7.0
5958,Silver Spring,2.3,8.0
5959,Takoma,2.1,7.0
5959,Silver Spring,2.2,8.0
596,Braddock Road,1.0,4.0
596,King Street,1.4,5.0
596,Eisenhower Avenue,2.9,10.0
5960,Takoma,2.3,7.0
5960,Silver Spring,2.4,8.0
5961,Takoma,1.3,4.0
5961,Silver Spring,2.0,7.0
5962,Takoma,1.4,5.0
5962,Silver Spring,1.8,6.0
5963,Silver Spring,2.8,9.0
5964,Wheaton,2.1,8.0
5964,Glenmont,2.5,9.0
5964,White Flint,3.1,11.0
5965,Takoma,2.0,7.0
5965,Silver Spring,2.2,8.0
5966,Takoma,2.4,8.0
5966,Silver Spring,2.5,8.0
5967,Wheaton,0.6,11.0
5967,Glenmont,0.9,16.0
5968,None,,
5969,Takoma,2.1,6.0
5969,Silver Spring,2.2,7.0
597,Braddock Road,1.0,4.0
597,King Street,1.4,6.0
597,Eisenhower Avenue,3.3,9.0
5970,Takoma,2.4,8.0
5970,Silver Spring,2.6,9.0
5971,Silver Spring,0.9,3.0
5971,Forest Glen,1.6,4.0
5971,Takoma,2.3,7.0
5972,Silver Spring,1.4,5.0
5972,Takoma,1.7,5.0
5973,Takoma,2.2,7.0
5973,Silver Spring,2.3,8.0
5974,Takoma,2.1,7.0
5974,Silver Spring,2.3,9.0
5975,Takoma,2.1,7.0
5975,Silver Spring,2.2,8.0
5976,Wheaton,0.9,4.0
5976,Glenmont,1.7,5.0
5976,Forest Glen,2.6,7.0
5977,Takoma,2.2,7.0
5977,Silver Spring,2.3,8.0
5978,Silver Spring,2.4,9.0
5978,Takoma,2.4,8.0
5979,Takoma,2.2,7.0
5979,Silver Spring,2.3,8.0
598,Braddock Road,1.7,6.0
598,Crystal City,1.9,5.0
598,Ronald Reagan Washington National Airport,2.2,6.0
598,King Street,2.5,8.0
5980,Silver Spring,1.4,5.0
5980,Takoma,1.6,5.0
5981,Silver Spring,2.4,9.0
5981,Takoma,2.4,8.0
5982,Takoma,2.1,7.0
5982,Silver Spring,2.3,9.0
5983,Takoma,2.2,7.0
5983,Silver Spring,2.3,8.0
5984,Takoma,2.3,7.0
5984,Silver Spring,2.4,8.0
5985,Takoma,2.0,7.0
5985,Silver Spring,2.2,8.0
5986,Takoma,2.0,7.0
5986,Silver Spring,2.2,8.0
5987,None,,
5988,Takoma,2.4,8.0
5988,Silver Spring,2.5,8.0
5989,Silver Spring,2.3,9.0
5989,Takoma,2.3,8.0
599,Pentagon City,2.8,5.0
599,Ronald Reagan Washington National Airport,2.8,9.0
599,Crystal City,3.6,7.0
5990,Takoma,2.4,8.0
5990,Silver Spring,2.6,9.0
5991,Wheaton,0.8,3.0
5991,Forest Glen,1.2,2.0
5992,Takoma,2.1,7.0
5992,Silver Spring,2.3,8.0
5993,Silver Spring,0.3,1.0
5993,Takoma,1.3,4.0
5993,Forest Glen,2.3,6.0
5994,Takoma,2.1,7.0
5994,Silver Spring,2.3,9.0
5995,Takoma,2.0,7.0
5995,Silver Spring,2.2,8.0
5996,Wheaton,2.1,6.0
5996,Glenmont,2.8,7.0
5996,Forest Glen,3.5,8.0
5997,Takoma,2.0,7.0
5997,Silver Spring,2.3,9.0
5998,Takoma,2.0,6.0
5998,Silver Spring,3.0,10.0
5999,Takoma,2.2,7.0
5999,Silver Spring,2.2,8.0
6,College Park-U Of MD,2.1,8.0
6,Prince George's Plaza,2.2,7.0
60,King Street,2.2,8.0
60,Crystal City,2.8,8.0
60,Braddock Road,2.8,8.0
60,Ronald Reagan Washington National Airport,3.1,10.0
600,None,,
6000,Takoma,2.0,7.0
6000,Silver Spring,2.2,8.0
6001,None,,
6002,Takoma,1.9,7.0
6002,Silver Spring,2.1,8.0
6003,Takoma,2.8,9.0
6003,Silver Spring,2.9,10.0
6004,Takoma,2.1,7.0
6004,Silver Spring,2.2,7.0
6005,Takoma,2.7,9.0
6005,Silver Spring,2.9,9.0
6006,Takoma,2.0,6.0
6006,Silver Spring,3.0,10.0
6007,Silver Spring,2.9,9.0
6008,Takoma,2.3,7.0
6008,Silver Spring,2.4,8.0
6009,Takoma,2.4,8.0
6009,Silver Spring,2.6,9.0
601,Braddock Road,1.4,4.0
601,King Street,1.5,6.0
601,Eisenhower Avenue,4.2,11.0
6010,Takoma,2.2,7.0
6010,Silver Spring,2.3,8.0
6011,Silver Spring,2.9,9.0
6012,Takoma,2.1,7.0
6012,Silver Spring,2.2,8.0
6013,Takoma,2.3,7.0
6013,Silver Spring,2.5,8.0
6014,Silver Spring,1.3,4.0
6014,Takoma,1.6,5.0
6015,None,,
6016,Takoma,2.1,7.0
6016,Silver Spring,2.3,8.0
6017,Takoma,2.0,6.0
6017,Silver Spring,2.2,7.0
6018,Takoma,2.1,7.0
6018,Silver Spring,2.3,8.0
6019,Silver Spring,1.4,5.0
6019,Takoma,1.7,5.0
602,King Street,0.9,4.0
602,Braddock Road,0.9,4.0
602,Eisenhower Avenue,2.5,9.0
602,Huntington,2.9,10.0
6020,Wheaton,0.7,2.0
6020,Forest Glen,1.5,4.0
6020,Glenmont,2.4,6.0
6021,Takoma,2.1,7.0
6021,Silver Spring,2.3,8.0
6022,Takoma,2.1,7.0
6022,Silver Spring,2.2,8.0
6023,Takoma,2.2,8.0
6023,Silver Spring,2.3,8.0
6024,Takoma,2.4,8.0
6024,Silver Spring,2.6,9.0
6025,None,,
6026,None,,
6027,None,,
6028,None,,
6029,None,,
603,Braddock Road,1.5,5.0
603,King Street,1.6,6.0
603,Eisenhower Avenue,4.3,11.0
6030,Franconia-Springfield,0.9,17.0
6031,None,,
6032,None,,
6033,Franconia-Springfield,2.1,5.0
6034,Franconia-Springfield,0.8,14.0
6035,Franconia-Springfield,2.2,6.0
6036,None,,
6037,None,,
6038,None,,
6039,None,,
604,Braddock Road,0.7,3.0
604,King Street,1.1,4.0
604,Eisenhower Avenue,2.6,9.0
604,Huntington,3.1,11.0
6040,None,,
6041,None,,
6042,None,,
6043,None,,
6044,None,,
6045,None,,
6046,None,,
6047,None,,
6048,None,,
6049,None,,
605,None,,
6050,None,,
6051,None,,
6052,None,,
6053,None,,
6054,None,,
6055,None,,
6056,None,,
6057,None,,
6058,None,,
6059,None,,
606,Braddock Road,1.2,5.0
606,King Street,1.6,7.0
606,Eisenhower Avenue,3.4,9.0
6060,None,,
6061,None,,
6062,None,,
6063,None,,
6064,None,,
6065,None,,
6066,None,,
6067,None,,
6068,None,,
6069,None,,
607,None,,
6070,None,,
6071,None,,
6072,None,,
6073,None,,
6074,None,,
6075,None,,
6076,None,,
6077,None,,
6078,None,,
6079,None,,
608,Van Dorn Street,3.1,8.0
6080,None,,
6081,None,,
6082,None,,
6083,None,,
6084,None,,
6085,None,,
6086,None,,
6087,None,,
6088,None,,
6089,None,,
609,Van Dorn Street,0.5,9.0
6090,None,,
6091,None,,
6092,None,,
6093,None,,
6094,None,,
6095,None,,
6096,None,,
6097,None,,
6098,None,,
6099,None,,
61,Van Dorn Street,3.4,9.0
610,Van Dorn Street,0.4,8.0
6100,Franconia-Springfield,2.3,6.0
6101,None,,
6102,None,,
6103,None,,
6104,None,,
6105,None,,
6106,None,,
6107,None,,
6108,None,,
6109,None,,
611,Braddock Road,2.3,7.0
611,Ronald Reagan Washington National Airport,2.3,8.0
611,Crystal City,2.3,6.0
611,Pentagon City,2.7,6.0
6110,None,,
6111,None,,
6112,None,,
6113,None,,
6114,None,,
6115,None,,
6116,None,,
6117,None,,
6118,None,,
6119,None,,
612,Braddock Road,0.8,5.0
612,King Street,1.5,7.0
612,Eisenhower Avenue,3.5,10.0
6120,None,,
6121,None,,
6122,None,,
6123,None,,
6124,None,,
6125,None,,
6126,None,,
6127,None,,
6128,None,,
6129,None,,
613,None,,
6130,None,,
6131,None,,
6132,None,,
6133,None,,
6134,None,,
6135,None,,
6136,None,,
6137,None,,
6138,None,,
6139,None,,
614,Crystal City,2.1,6.0
614,Ronald Reagan Washington National Airport,2.5,7.0
614,Pentagon City,2.5,6.0
614,Braddock Road,2.6,8.0
614,Pentagon,4.3,8.0
6140,None,,
6141,None,,
6142,None,,
6143,None,,
6144,None,,
6145,None,,
6146,None,,
6147,None,,
6148,None,,
6149,None,,
615,Ronald Reagan Washington National Airport,2.9,10.0
615,Pentagon City,2.9,5.0
615,Crystal City,3.7,8.0
6150,None,,
6151,None,,
6152,None,,
6153,None,,
6154,None,,
6155,None,,
6156,None,,
6157,None,,
6158,None,,
6159,None,,
616,Crystal City,2.2,6.0
616,Ronald Reagan Washington National Airport,2.5,8.0
616,Pentagon City,3.0,6.0
6160,None,,
6161,None,,
6162,None,,
6163,None,,
6164,None,,
6165,None,,
6166,None,,
6167,None,,
6168,None,,
6169,None,,
617,King Street,0.9,4.0
617,Braddock Road,1.0,4.0
617,Eisenhower Avenue,2.5,9.0
617,Huntington,2.9,10.0
6170,None,,
6171,None,,
6172,None,,
6173,None,,
6174,None,,
6175,None,,
6176,Suitland,1.6,5.0
6176,Naylor Road,1.8,6.0
6177,None,,
6178,Naylor Road,1.1,4.0
6178,Suitland,2.3,7.0
6178,Southern Avenue,2.8,9.0
6179,Suitland,1.2,5.0
6179,Naylor Road,2.8,6.0
618,Braddock Road,2.3,6.0
618,Ronald Reagan Washington National Airport,2.4,8.0
618,Crystal City,2.5,7.0
618,King Street,3.1,9.0
618,Pentagon City,3.4,7.0
6180,Suitland,0.6,3.0
6180,Naylor Road,2.0,5.0
6180,Branch Avenue,3.4,9.0
6181,None,,
6182,Suitland,0.7,3.0
6182,Naylor Road,2.3,5.0
6182,Branch Avenue,3.7,10.0
6183,None,,
6184,None,,
6185,Suitland,1.0,19.0
6186,Suitland,1.3,5.0
6186,Naylor Road,2.1,7.0
6187,Suitland,1.5,5.0
6187,Branch Avenue,5.1,11.0
6188,Naylor Road,1.1,4.0
6188,Suitland,2.3,7.0
6189,Suitland,0.6,3.0
6189,Naylor Road,2.2,5.0
6189,Branch Avenue,3.6,10.0
619,None,,
6190,Suitland,2.1,7.0
6190,Branch Avenue,5.0,11.0
6191,Suitland,1.1,5.0
6191,Naylor Road,2.7,7.0
6191,Branch Avenue,4.2,11.0
6192,Suitland,1.0,4.0
6192,Naylor Road,2.6,6.0
6192,Branch Avenue,4.0,11.0
6193,Suitland,1.1,4.0
6193,Naylor Road,2.7,6.0
6193,Branch Avenue,4.1,11.0
6194,Suitland,1.0,4.0
6194,Naylor Road,2.6,6.0
6194,Branch Avenue,4.0,11.0
6195,Suitland,1.1,4.0
6195,Naylor Road,2.7,6.0
6195,Branch Avenue,4.1,11.0
6196,Takoma,2.1,7.0
6196,Silver Spring,2.2,8.0
6197,None,,
6198,Takoma,0.9,3.0
6198,Silver Spring,1.5,5.0
6199,None,,
62,None,,
620,Braddock Road,1.1,5.0
620,King Street,1.4,7.0
620,Eisenhower Avenue,3.4,9.0
6200,Takoma,2.9,10.0
6201,Takoma,2.0,6.0
6201,Silver Spring,2.2,7.0
6202,Takoma,2.1,7.0
6202,Silver Spring,2.3,8.0
6203,Takoma,1.7,6.0
6203,Silver Spring,1.9,7.0
6204,Takoma,0.7,3.0
6204,Fort Totten,2.0,8.0
6204,Silver Spring,2.1,8.0
6205,Takoma,1.3,4.0
6205,Silver Spring,1.9,7.0
6206,Takoma,1.5,5.0
6206,Silver Spring,2.0,7.0
6207,Takoma,1.8,7.0
6207,Silver Spring,2.8,10.0
6208,Takoma,1.7,6.0
6208,Silver Spring,1.9,7.0
6209,Takoma,2.0,8.0
6209,Fort Totten,2.5,10.0
6209,West Hyattsville,2.8,10.0
621,Crystal City,1.8,6.0
621,Ronald Reagan Washington National Airport,2.1,7.0
621,Braddock Road,2.2,6.0
621,Pentagon City,3.0,8.0
6210,Takoma,1.5,5.0
6210,Silver Spring,2.0,7.0
6211,Takoma,2.0,7.0
6211,Silver Spring,2.2,8.0
6212,Takoma,1.9,7.0
6212,Fort Totten,3.0,11.0
6213,Takoma,1.2,4.0
6213,Silver Spring,2.2,8.0
6213,Fort Totten,2.9,11.0
6214,Takoma,1.1,4.0
6214,Silver Spring,1.8,6.0
6215,Takoma,2.1,7.0
6215,Silver Spring,2.3,8.0
6216,Takoma,1.7,5.0
6216,Fort Totten,2.2,8.0
6216,West Hyattsville,2.5,8.0
6217,Takoma,1.1,4.0
6217,Silver Spring,1.8,6.0
6218,Takoma,1.2,4.0
6218,Silver Spring,1.9,7.0
6218,Fort Totten,3.0,11.0
6219,Takoma,1.0,4.0
6219,Silver Spring,1.7,6.0
622,None,,
6220,Takoma,1.1,4.0
6220,Silver Spring,1.7,6.0
6221,Takoma,1.2,4.0
6221,Fort Totten,1.7,7.0
6222,Takoma,0.9,3.0
6222,Silver Spring,2.0,7.0
6222,Fort Totten,2.5,9.0
6223,Takoma,1.3,4.0
6223,Silver Spring,1.9,7.0
6224,Takoma,1.2,4.0
6224,Silver Spring,1.8,7.0
6225,Takoma,1.1,4.0
6225,Silver Spring,1.8,6.0
6226,Takoma,0.6,2.0
6226,Silver Spring,2.0,7.0
6226,Fort Totten,2.3,9.0
6227,Takoma,0.7,3.0
6227,Fort Totten,2.0,8.0
6227,Silver Spring,2.1,8.0
6228,Takoma,0.9,3.0
6228,Silver Spring,2.0,7.0
6228,Fort Totten,2.5,9.0
6229,Takoma,1.2,4.0
6229,Silver Spring,1.9,7.0
6229,Fort Totten,3.0,11.0
623,Van Dorn Street,0.7,13.0
6230,Takoma,0.8,3.0
6230,Fort Totten,2.1,8.0
6230,Silver Spring,2.2,8.0
6231,Takoma,1.0,3.0
6231,Silver Spring,1.9,6.0
6231,Fort Totten,2.6,10.0
6232,Takoma,0.5,2.0
6232,Silver Spring,1.9,7.0
6232,Fort Totten,2.1,8.0
6233,Takoma,1.2,4.0
6233,Silver Spring,1.8,7.0
6234,Takoma,0.9,3.0
6234,Silver Spring,1.9,7.0
6234,Fort Totten,2.6,9.0
6235,Takoma,1.2,4.0
6235,Silver Spring,1.9,7.0
6235,Fort Totten,2.9,11.0
6236,Takoma,0.7,2.0
6236,Silver Spring,2.2,7.0
6236,Fort Totten,2.4,9.0
6237,Takoma,0.8,3.0
6237,Fort Totten,2.1,8.0
6237,Silver Spring,2.2,8.0
6238,Takoma,1.1,4.0
6238,Silver Spring,1.8,6.0
6239,Takoma,0.7,2.0
6239,Silver Spring,2.1,7.0
6239,Fort Totten,2.3,9.0
624,None,,
6240,Takoma,1.1,4.0
6240,Silver Spring,1.8,7.0
6241,Takoma,2.3,8.0
6242,Takoma,2.3,8.0
6243,Takoma,1.7,6.0
6243,Silver Spring,1.9,7.0
6244,Takoma,2.1,7.0
6244,Silver Spring,2.3,8.0
6245,Takoma,1.7,6.0
6245,Fort Totten,3.0,11.0
6246,Takoma,2.0,6.0
6246,Silver Spring,2.1,8.0
6247,Takoma,2.1,8.0
6247,Silver Spring,2.3,8.0
6248,Takoma,1.3,5.0
6248,Silver Spring,2.2,8.0
6248,Fort Totten,2.8,10.0
6249,Takoma,1.9,7.0
6249,Silver Spring,2.1,8.0
625,None,,
6250,Takoma,1.9,7.0
6250,Silver Spring,2.8,10.0
6251,Takoma,1.9,7.0
6251,Silver Spring,2.1,8.0
6252,Takoma,2.4,8.0
6253,Takoma,1.3,5.0
6253,Silver Spring,2.2,8.0
6253,Fort Totten,2.8,10.0
6254,Takoma,1.9,7.0
6254,Silver Spring,2.1,8.0
6255,Takoma,2.1,8.0
6255,Silver Spring,2.2,8.0
6256,Takoma,2.4,8.0
6257,Takoma,2.0,7.0
6258,Silver Spring,2.2,8.0
6258,Takoma,2.3,7.0
6259,Takoma,2.2,8.0
626,Van Dorn Street,3.7,11.0
6260,Takoma,2.1,8.0
6260,Silver Spring,2.3,8.0
6261,Takoma,2.1,6.0
6261,Silver Spring,2.2,7.0
6262,Takoma,2.1,7.0
6262,Silver Spring,2.3,8.0
6263,Takoma,1.8,6.0
6263,Silver Spring,2.8,9.0
6264,Takoma,2.0,6.0
6264,Silver Spring,2.1,7.0
6265,Takoma,1.7,7.0
6265,Fort Totten,2.9,10.0
6266,Takoma,1.3,6.0
6266,Fort Totten,2.0,8.0
6267,Silver Spring,2.2,8.0
6267,Takoma,2.3,7.0
6268,Takoma,1.9,7.0
6268,Silver Spring,2.0,8.0
6269,Takoma,2.2,8.0
627,None,,
6270,Takoma,1.3,5.0
6270,Silver Spring,2.2,8.0
6270,Fort Totten,2.8,10.0
6271,Takoma,2.3,7.0
6271,Silver Spring,2.5,8.0
6272,Takoma,1.8,6.0
6272,Silver Spring,1.9,7.0
6273,Takoma,2.0,7.0
6273,Silver Spring,2.2,8.0
6274,Takoma,2.0,7.0
6275,Takoma,1.9,7.0
6275,Silver Spring,2.1,8.0
6276,Takoma,1.9,7.0
6276,Silver Spring,2.1,8.0
6277,Takoma,1.4,5.0
6277,Silver Spring,2.1,7.0
6278,Takoma,1.3,4.0
6278,Silver Spring,2.2,8.0
6278,Fort Totten,2.9,10.0
6279,Takoma,1.8,7.0
6279,Silver Spring,2.8,10.0
628,None,,
6280,Silver Spring,2.2,8.0
6280,Takoma,2.2,7.0
6281,Takoma,1.8,6.0
6281,Silver Spring,2.8,10.0
6282,Takoma,2.3,8.0
6283,Takoma,1.8,6.0
6283,Silver Spring,2.0,7.0
6284,Takoma,1.4,5.0
6284,Fort Totten,1.6,7.0
6285,Silver Spring,2.2,8.0
6285,Takoma,2.3,7.0
6286,Takoma,2.0,7.0
6286,Silver Spring,2.2,8.0
6287,Takoma,2.3,7.0
6287,Silver Spring,2.5,8.0
6288,Takoma,1.7,6.0
6288,Silver Spring,2.1,8.0
6289,Takoma,1.3,5.0
6289,Silver Spring,2.3,8.0
6289,Fort Totten,2.7,10.0
629,None,,
6290,Takoma,1.9,7.0
6290,Silver Spring,2.1,8.0
6291,Takoma,1.8,6.0
6291,Silver Spring,1.9,7.0
6292,Takoma,1.6,6.0
6292,Silver Spring,2.2,8.0
6293,Takoma,2.1,7.0
6293,Silver Spring,2.2,7.0
6294,Takoma,1.9,7.0
6294,Silver Spring,2.1,8.0
6295,Takoma,2.1,7.0
6295,Silver Spring,2.3,8.0
6296,Takoma,1.4,5.0
6296,Silver Spring,2.1,7.0
6297,Takoma,2.3,7.0
6297,Silver Spring,2.4,8.0
6298,Takoma,2.0,7.0
6298,Silver Spring,2.2,8.0
6299,Takoma,2.3,8.0
63,Van Dorn Street,3.6,11.0
630,None,,
6300,Takoma,2.3,7.0
6300,Silver Spring,2.4,8.0
6301,Takoma,2.0,7.0
6301,Silver Spring,2.2,8.0
6302,Takoma,2.4,8.0
6303,Takoma,2.3,8.0
6303,Silver Spring,2.4,8.0
6304,Takoma,1.3,5.0
6304,Silver Spring,2.0,7.0
6305,Takoma,2.1,7.0
6305,Silver Spring,2.3,8.0
6306,Takoma,1.2,4.0
6306,Silver Spring,2.2,8.0
6306,Fort Totten,2.9,10.0
6307,Takoma,2.3,8.0
6308,Takoma,1.9,7.0
6308,Silver Spring,2.1,8.0
6309,Takoma,2.0,7.0
631,Huntington,0.2,2.0
631,Eisenhower Avenue,0.9,3.0
631,King Street,1.6,6.0
631,Braddock Road,2.6,11.0
6310,Takoma,2.3,8.0
6311,Takoma,2.4,8.0
6312,Takoma,2.3,7.0
6312,Silver Spring,2.5,8.0
6313,Takoma,2.0,7.0
6313,Silver Spring,2.2,8.0
6314,Takoma,2.2,7.0
6314,Silver Spring,2.3,8.0
6315,Takoma,2.1,7.0
6315,Silver Spring,2.2,8.0
6316,Takoma,1.9,7.0
6316,Silver Spring,2.1,8.0
6317,Takoma,2.1,7.0
6317,Silver Spring,2.3,8.0
6318,Takoma,1.9,7.0
6319,Takoma,2.3,7.0
6319,Silver Spring,2.5,8.0
632,None,,
6320,None,,
6321,None,,
6322,None,,
6323,None,,
6324,None,,
6325,None,,
6326,None,,
6327,None,,
6328,None,,
6329,None,,
633,None,,
6330,None,,
6331,None,,
6332,None,,
6333,None,,
6334,None,,
6335,None,,
6336,None,,
6337,None,,
6338,None,,
6339,None,,
634,None,,
6340,None,,
6341,None,,
6342,None,,
6343,None,,
6344,Greensboro,0.4,1.0
6344,Spring Hill,0.9,3.0
6344,Tysons Corner,1.6,5.0
6344,McLean,2.1,6.0
6345,Greensboro,0.5,1.0
6345,Spring Hill,1.0,4.0
6345,Tysons Corner,1.4,5.0
6345,McLean,2.0,6.0
6346,None,,
6347,None,,
6348,None,,
6349,None,,
635,None,,
6350,None,,
6351,None,,
6352,None,,
6353,None,,
6354,None,,
6355,None,,
6356,None,,
6357,Greensboro,0.5,2.0
6357,Spring Hill,1.0,5.0
6357,Tysons Corner,1.6,6.0
6357,McLean,2.1,7.0
6358,Greensboro,0.5,1.0
6358,Spring Hill,0.9,3.0
6358,Tysons Corner,1.5,4.0
6358,McLean,2.8,4.0
6359,Greensboro,0.5,1.0
6359,Spring Hill,0.8,3.0
6359,Tysons Corner,1.4,4.0
6359,McLean,2.7,4.0
636,None,,
6360,Greensboro,0.6,2.0
6360,Spring Hill,1.0,3.0
6360,Tysons Corner,1.8,6.0
6360,McLean,3.1,6.0
6361,None,,
6362,None,,
6363,None,,
6364,None,,
6365,None,,
6366,None,,
6367,None,,
6368,None,,
6369,None,,
637,None,,
6370,None,,
6371,None,,
6372,None,,
6373,None,,
6374,None,,
6375,None,,
6376,None,,
6377,None,,
6378,None,,
6379,None,,
638,None,,
6380,None,,
6381,None,,
6382,None,,
6383,None,,
6384,None,,
6385,None,,
6386,None,,
6387,None,,
6388,None,,
6389,None,,
639,None,,
6390,None,,
6391,None,,
6392,None,,
6393,None,,
6394,None,,
6395,None,,
6396,None,,
6397,None,,
6398,None,,
6399,None,,
64,Van Dorn Street,0.4,7.0
640,None,,
6400,None,,
6401,None,,
6402,Largo Town Center,1.3,3.0
6402,Morgan Boulevard,3.0,7.0
6403,Tysons Corner,1.7,6.0
6403,Greensboro,2.1,6.0
6403,McLean,2.2,7.0
6403,West Falls Church,3.2,9.0
6403,Dunn Loring-Merrifield,7.8,10.0
6404,Dunn Loring-Merrifield,4.7,8.0
6404,Vienna/Fairfax-GMU,7.6,14.0
6405,Dunn Loring-Merrifield,0.3,5.0
6406,None,,
6407,None,,
6408,None,,
6409,None,,
641,None,,
6410,None,,
6411,None,,
6412,None,,
6413,None,,
6414,None,,
6415,None,,
6416,None,,
6417,None,,
6418,None,,
6419,None,,
642,None,,
6420,None,,
6421,None,,
6422,None,,
6423,None,,
6424,Tysons Corner,1.9,7.0
6424,Greensboro,2.3,6.0
6424,McLean,2.4,7.0
6424,West Falls Church,3.4,9.0
6424,Dunn Loring-Merrifield,8.0,11.0
6425,None,,
6426,None,,
6427,None,,
6428,None,,
6429,None,,
643,None,,
6430,None,,
6431,None,,
6432,None,,
6433,Greensboro,2.6,7.0
6433,Vienna/Fairfax-GMU,6.3,13.0
6434,None,,
6435,None,,
6436,None,,
6437,None,,
6438,None,,
6439,None,,
644,None,,
6440,None,,
6441,None,,
6442,None,,
6443,None,,
6444,None,,
6445,None,,
6446,None,,
6447,None,,
6448,None,,
6449,None,,
645,None,,
6450,None,,
6451,None,,
6452,None,,
6453,None,,
6454,None,,
6455,None,,
6456,None,,
6457,None,,
6458,None,,
6459,None,,
646,None,,
6460,None,,
6461,Navy Yard,0.4,2.0
6461,Waterfront-SEU,1.0,4.0
