pid,type
5970,Apartment
5971,Apartment
5972,Apartment
5973,Apartment
5974,Apartment
5975,Apartment
5976,Apartment
5977,Apartment
5978,Apartment
5979,Apartment
5980,Apartment
5981,Apartment
5982,Apartment
5983,Apartment
5984,Apartment
5985,Apartment
5986,Apartment
5987,Apartment
5988,Apartment
5989,Apartment
5990,Apartment
5991,Apartment
5992,Apartment
5993,Apartment
5994,Apartment
5995,Apartment
5996,Apartment
5997,Apartment
5998,Apartment
5999,Apartment
6000,Apartment
6001,Apartment
6002,Apartment
6003,Apartment
6004,Apartment
6005,Apartment
6006,Apartment
6007,Apartment
6008,Apartment
6009,Apartment
6010,Apartment
6011,Apartment
6012,Apartment
6013,Apartment
6014,Apartment
6015,Apartment
6016,Apartment
6017,Apartment
6018,Apartment
6019,Apartment
6020,Apartment
6021,Apartment
6022,Apartment
6023,Apartment
6024,Apartment
6025,Apartment
6026,Apartment
6027,Apartment
6028,House
6029,Apartment
6030,Apartment
6031,Apartment
6032,Apartment
6033,Condo
6034,Apartment
6035,Apartment
6036,Townhome
6037,Condo
6038,Townhome
6039,Townhome
6040,House
6041,House
6042,House
6043,House
6044,House
6045,Townhome
6046,Townhome
6047,Townhome
6048,House
6049,House
6050,House
6051,House
6052,Townhome
6053,Condo
6054,Townhome
6055,Condo
6056,House
6057,Townhome
6058,House
6059,Townhome
6060,Townhome
6061,Townhome
6062,Townhome
6063,Townhome
6064,Townhome
6065,House
6066,Condo
6067,Townhome
6068,House
6069,House
6070,Townhome
6071,House
6072,Condo
6073,Townhome
6074,Townhome
6075,House
6076,House
6077,Townhome
6078,House
6079,House
6080,House
6081,Townhome
6082,House
6083,Townhome
6084,Townhome
6085,Condo
6086,Condo
6087,House
6088,Townhome
6089,Townhome
6090,House
6091,Townhome
6092,House
6093,House
6094,Townhome
6095,House
6096,Townhome
6097,Apartment
6098,Apartment
6099,Apartment
6100,Apartment
6101,Apartment
6102,Apartment
6103,Apartment
6104,Apartment
6105,Apartment
6106,Apartment
6107,Apartment
6108,Apartment
6109,Apartment
6110,Apartment
6111,House
6112,Apartment
6113,Townhome
6114,House
6115,Townhome
6116,Condo
6117,Townhome
6118,Townhome
6119,Condo
6120,House
6121,Townhome
6122,Townhome
6123,Townhome
6124,Condo
6125,Townhome
6126,Townhome
6127,Townhome
6128,Condo
6129,Townhome
6130,Townhome
6131,Townhome
6132,Townhome
6133,House
6134,House
6135,House
6136,House
6137,Condo
6138,Condo
6139,House
6140,Townhome
6141,House
6142,Townhome
6143,Townhome
6144,Condo
6145,Condo
6146,Condo
6147,House
6148,Condo
6149,House
6150,Condo
6151,Townhome
6152,Townhome
6153,Townhome
6154,House
6155,House
6156,House
6157,Townhome
6158,House
6159,House
6160,Townhome
6161,Condo
6162,House
6163,House
6164,House
6165,House
6166,House
6167,House
6168,Townhome
6169,Townhome
6170,Unknown
6171,Apartment
6172,Apartment
6173,Apartment
6174,Apartment
6175,Apartment
6176,Apartment
6177,Apartment
6178,Apartment
6179,Apartment
6180,Apartment
6181,Condo
6182,Apartment
6183,House
6184,Unknown
6185,Unknown
6186,Apartment
6187,Apartment
6188,Apartment
6189,Apartment
6190,Apartment
6191,Apartment
6192,Apartment
6193,Apartment
6194,Apartment
6195,Apartment
6196,Unknown
6197,Unknown
6198,House
6199,House
6200,Apartment
6201,Apartment
6202,Apartment
6203,Apartment
6204,Apartment
6205,Apartment
6206,Apartment
6207,Apartment
6208,Apartment
6209,Apartment
6210,Apartment
6211,Apartment
6212,Apartment
6213,Apartment
6214,Apartment
6215,Apartment
6216,Apartment
6217,Apartment
6218,Apartment
6219,Apartment
6220,Apartment
6221,Apartment
6222,Apartment
6223,Apartment
6224,Apartment
6225,Apartment
6226,Apartment
6227,Apartment
6228,Apartment
6229,Apartment
6230,Apartment
6231,Apartment
6232,Apartment
6233,Apartment
6234,Apartment
6235,Apartment
6236,Apartment
6237,Apartment
6238,Apartment
6239,Apartment
6240,Apartment
6241,Apartment
6242,Apartment
6243,Apartment
6244,Apartment
6245,Apartment
6246,Apartment
6247,Apartment
6248,Apartment
6249,Apartment
6250,Apartment
6251,Apartment
6252,Apartment
6253,Apartment
6254,Apartment
6255,Apartment
6256,Apartment
6257,Apartment
6258,Apartment
6259,Apartment
6260,Apartment
6261,Apartment
6262,Apartment
6263,Apartment
6264,Apartment
6265,Apartment
6266,Apartment
6267,Apartment
6268,Apartment
6269,Apartment
6270,Apartment
6271,Apartment
6272,Apartment
6273,Apartment
6274,Apartment
6275,Apartment
6276,Apartment
6277,Apartment
6278,Apartment
6279,Apartment
6280,Apartment
6281,Apartment
6282,Apartment
6283,Apartment
6284,Apartment
6285,Apartment
6286,Apartment
6287,Apartment
6288,Apartment
6289,Apartment
6290,Apartment
6291,Apartment
6292,Apartment
6293,Apartment
6294,Apartment
6295,Apartment
6296,Apartment
6297,Apartment
6298,Apartment
6299,Apartment
6300,Apartment
6301,Apartment
6302,Apartment
6303,Apartment
6304,Apartment
6305,Apartment
6306,Apartment
6307,Apartment
6308,Apartment
6309,Apartment
6310,Apartment
6311,Apartment
6312,Apartment
6313,Apartment
6314,Apartment
6315,Apartment
6316,Apartment
6317,Apartment
6318,Apartment
6319,Apartment
6320,Apartment
6321,House
6322,Condo
6323,Apartment
6324,Apartment
6325,Apartment
6326,Apartment
6327,Apartment
6328,Apartment
6329,Apartment
6330,Apartment
6331,House
6332,House
6333,House
6334,House
6335,House
6336,Apartment
6337,Apartment
6338,Apartment
6339,Apartment
6340,Apartment
6341,Apartment
6342,Apartment
6343,Apartment
6344,Apartment
6345,Townhome
6346,House
6347,Townhome
6348,House
6349,House
6350,Townhome
6351,House
6352,Condo
6353,House
6354,House
6355,Townhome
6356,Townhome
6357,Apartment
6358,Apartment
6359,Apartment
6360,Apartment
6361,Apartment
6362,Apartment
6363,Apartment
6364,Unknown
6365,House
6366,Townhome
6367,Condo
6368,Townhome
6369,House
6370,House
6371,Condo
6372,House
6373,House
6374,Townhome
6375,Townhome
6376,Condo
6377,House
6378,House
6379,House
6380,Condo
6381,Townhome
6382,Townhome
6383,Condo
6384,Townhome
6385,Condo
6386,House
6387,House
6388,House
6389,House
6390,House
6391,Condo
6392,House
6393,House
6394,House
6395,House
6396,Townhome
6397,House
6398,Unknown
6399,House
6400,Apartment
6401,Apartment
6402,Apartment
6403,Apartment
6404,Apartment
6405,House
6406,House
6407,House
6408,House
6409,House
6410,House
6411,House
6412,Townhome
6413,House
6414,House
6415,House
6416,Townhome
6417,House
6418,Townhome
6419,House
6420,Townhome
6421,House
6422,House
6423,House
6424,Townhome
6425,House
6426,House
6427,House
6428,Townhome
6429,House
6430,House
6431,House
6432,House
6433,Apartment
6434,Apartment
6435,Apartment
6436,Apartment
6437,Apartment
6438,Apartment
6439,Apartment
6440,Townhome
6441,House
6442,Townhome
6443,House
6444,House
6445,House
6446,House
6447,House
6448,House
6449,House
6450,Townhome
6451,House
6452,Townhome
6453,House
6454,House
6455,House
6456,Condo
6457,Apartment
6458,Apartment
6459,Apartment
6460,Apartment
6461,Apartment
6462,Apartment
6463,Apartment
6464,Apartment
6465,Apartment
6466,Apartment
6467,Apartment
6468,Apartment
6469,Apartment
6470,Apartment
6471,Apartment
6472,Apartment
6473,Apartment
6474,Apartment
6475,Apartment
6476,Apartment
6477,Apartment
6478,Apartment
6479,Apartment
6480,Apartment
6481,Apartment
6482,Apartment
6483,Apartment
6484,Apartment
6485,Apartment
6486,Apartment
6487,Apartment
6488,Apartment
6489,Apartment
6490,Apartment
6491,Apartment
6492,Apartment
6493,Apartment
6494,Apartment
6495,Apartment
6496,Apartment
6497,Apartment
6498,Apartment
6499,Apartment
6500,Apartment
6501,Apartment
6502,Apartment
6503,Apartment
6504,Apartment
6505,Apartment
6506,Apartment
6507,Apartment
6508,Apartment
6509,Apartment
6510,Apartment
6511,Apartment
6512,Apartment
6513,Apartment
6514,Apartment
6515,Apartment
6516,Apartment
6517,Apartment
6518,Apartment
6519,Apartment
6520,Apartment
6521,Apartment
6522,Apartment
6523,Apartment
6524,Apartment
6525,Apartment
6526,Apartment
6527,Apartment
6528,Apartment
6529,Apartment
6530,Apartment
6531,Apartment
6532,Apartment
6533,Apartment
6534,Apartment
6535,Apartment
6536,Apartment
6537,Apartment
6538,Apartment
6539,Apartment
6540,Apartment
6541,Apartment
6542,Apartment
6543,Apartment
6544,Apartment
6545,Apartment
6546,Apartment
6547,Apartment
6548,Apartment
6549,Apartment
6550,Apartment
6551,Apartment
6552,Apartment
6553,Apartment
6554,Apartment
6555,Apartment
6556,Apartment
6557,Apartment
6558,Apartment
6559,Apartment
6560,Apartment
6561,Apartment
6562,Apartment
6563,Apartment
6564,Apartment
6565,Apartment
6566,Apartment
6567,Apartment
6568,Apartment
6569,Apartment
6570,Apartment
6571,Apartment
6572,Apartment
6573,Apartment
6574,Apartment
6575,Apartment
6576,Apartment
6577,Apartment
6578,Apartment
6579,Apartment
6580,Apartment
6581,Apartment
6582,Apartment
6583,Apartment
6584,Apartment
6585,Apartment
6586,Apartment
6587,Apartment
6588,Apartment
6589,Apartment
6590,Apartment
6591,Apartment
6592,Apartment
6593,Apartment
6594,Apartment
6595,Apartment
6596,Apartment
6597,Apartment
6598,Apartment
6599,Apartment
6600,Apartment
6601,Apartment
6602,Apartment
6603,Apartment
6604,Apartment
6605,Apartment
6606,Apartment
6607,Apartment
6608,Apartment
6609,Apartment
6610,Apartment
6611,Apartment
6612,Apartment
6613,Apartment
6614,Apartment
6615,Apartment
6616,Apartment
6617,Apartment
6618,Apartment
6619,Apartment
6620,Apartment
6621,Apartment
6622,Apartment
6623,Apartment
6624,Apartment
6625,Apartment
6626,Apartment
6627,Apartment
6628,Apartment
6629,Apartment
6630,Apartment
6631,Apartment
6632,Apartment
6633,Apartment
6634,Apartment
6635,Apartment
6636,Apartment
6637,Apartment
6638,Apartment
6639,Apartment
6640,Apartment
6641,Apartment
6642,Apartment
6643,Apartment
6644,Apartment
6645,Apartment
6646,Apartment
6647,Apartment
6648,Apartment
6649,Apartment
6650,Apartment
6651,Apartment
6652,Apartment
6653,Apartment
6654,Apartment
6655,Apartment
6656,Apartment
6657,Apartment
6658,Apartment
6659,Apartment
6660,Apartment
6661,Apartment
6662,Apartment
6663,Apartment
6664,Apartment
6665,Apartment
6666,Apartment
6667,Apartment
6668,Apartment
6669,Apartment
6670,Apartment
6671,Apartment
6672,Apartment
6673,Apartment
6674,Apartment
6675,Apartment
6676,Apartment
6677,Apartment
6678,Apartment
6679,Apartment
6680,Apartment
6681,Apartment
6682,Apartment
6683,Apartment
6684,Apartment
6685,Apartment
6686,Apartment
6687,Apartment
6688,Apartment
6689,Apartment
6690,Apartment
6691,Apartment
6692,Apartment
6693,Apartment
6694,Apartment
6695,Apartment
6696,Apartment
6697,Apartment
6698,Apartment
6699,Apartment
6700,Apartment
6701,Apartment
6702,Apartment
6703,Apartment
6704,Apartment
6705,Apartment
6706,Apartment
6707,Apartment
6708,Apartment
6709,Apartment
6710,Apartment
6711,Apartment
6712,Apartment
6713,Apartment
6714,Apartment
6715,Apartment
6716,Apartment
6717,Apartment
6718,Apartment
6719,Apartment
6720,Apartment
6721,Apartment
6722,Apartment
6723,Apartment
6724,Apartment
6725,Apartment
6726,Apartment
6727,Apartment
6728,Apartment
6729,Apartment
6730,Apartment
6731,Apartment
6732,Apartment
6733,Apartment
6734,Apartment
6735,Apartment
6736,Apartment
6737,Apartment
6738,Apartment
6739,Apartment
6740,Condo
6741,Unknown
6742,Unknown
6743,Condo
6744,Townhome
6745,House
6746,House
6747,Townhome
6748,Unknown
6749,House
6750,Condo
6751,Unknown
6752,Unknown
6753,Condo
6754,Unknown
6755,Townhome
6756,Unknown
6757,House
6758,Unknown
6759,Townhome
6760,House
6761,House
6762,Unknown
6763,Condo
6764,Condo
6765,Condo
6766,Condo
6767,Unknown
6768,Condo
6769,Unknown
6770,Condo
6771,Unknown
6772,Townhome
6773,Condo
6774,Condo
6775,Unknown
6776,Unknown
6777,Unknown
6778,Unknown
6779,Condo
6780,Condo
6781,Condo
6782,Condo
6783,Unknown
6784,Unknown
6785,Condo
6786,Unknown
6787,Townhome
6788,Townhome
6789,Condo
6790,Condo
6791,Condo
6792,Unknown
6793,Condo
6794,Unknown
6795,Townhome
6796,Unknown
6797,Condo
6798,Condo
6799,Condo
6800,Condo
6801,Condo
6802,Townhome
6803,Condo
6804,Unknown
6805,Condo
6806,Townhome
6807,Unknown
6808,Townhome
6809,Unknown
6810,Unknown
6811,Unknown
6812,Unknown
6813,Unknown
6814,Unknown
6815,Unknown
6816,Condo
6817,Condo
6818,Unknown
6819,Condo
6820,Unknown
6821,Condo
6822,Townhome
6823,Townhome
6824,Condo
6825,Condo
6826,Condo
6827,Condo
6828,Condo
6829,Unknown
6830,Unknown
6831,Unknown
6832,Unknown
6833,Unknown
6834,Condo
6835,Condo
6836,Condo
6837,Unknown
6838,Condo
6839,Unknown
6840,Condo
6841,Condo
6842,Condo
6843,Condo
6844,Condo
6845,Unknown
6846,Condo
6847,Unknown
6848,Unknown
6849,Unknown
6850,House
6851,Unknown
6852,Condo
6853,Condo
6854,Condo
6855,Unknown
6856,Unknown
6857,Unknown
6858,Unknown
6859,Unknown
6860,Townhome
6861,Condo
6862,Townhome
6863,Condo
6864,Unknown
6865,Unknown
6866,Condo
6867,Unknown
6868,Condo
6869,Condo
6870,Townhome
6871,House
6872,Unknown
6873,Condo
6874,Condo
6875,Townhome
6876,Unknown
6877,Unknown
6878,Condo
6879,Condo
6880,Unknown
6881,Townhome
6882,Unknown
6883,Condo
6884,Unknown
6885,Condo
6886,House
6887,Unknown
6888,Unknown
6889,Unknown
6890,Townhome
6891,Condo
6892,Condo
6893,Unknown
6894,Townhome
6895,Condo
6896,Condo
6897,Townhome
6898,House
6899,Condo
6900,Condo
6901,Unknown
6902,Unknown
6903,Condo
6904,Unknown
6905,Unknown
6906,Unknown
6907,Unknown
6908,Condo
6909,Unknown
6910,Condo
6911,Unknown
6912,Townhome
6913,Unknown
6914,Condo
6915,Unknown
6916,Unknown
6917,Condo
6918,Condo
6919,Townhome
6920,House
6921,Condo
6922,Unknown
6923,Condo
6924,Townhome
6925,Condo
6926,Condo
6927,Unknown
6928,Unknown
6929,Townhome
6930,Unknown
6931,Townhome
6932,Unknown
6933,Condo
6934,Condo
6935,Unknown
6936,Unknown
6937,Unknown
6938,Unknown
6939,Unknown
6940,Unknown
6941,Condo
6942,Unknown
6943,Unknown
6944,Unknown
6945,Unknown
6946,Townhome
6947,Unknown
6948,Condo
6949,Condo
6950,Condo
6951,Condo
6952,Apartment
6953,Apartment
6954,Apartment
6955,Apartment
6956,Apartment
6957,Apartment
6958,Apartment
6959,Unknown
6960,Condo
6961,Condo
6962,Condo
6963,Condo
6964,House
6965,Condo
6966,House
6967,Unknown
6968,Townhome
6969,Unknown
6970,Townhome
6971,Townhome
6972,Condo
6973,House
6974,Condo
6975,House
6976,House
6977,Townhome
6978,Townhome
6979,House
6980,Unknown
6981,Unknown
6982,Condo
6983,Unknown
6984,House
6985,Condo
6986,House
6987,Unknown
6988,Condo
6989,House
6990,Condo
6991,Townhome
6992,House
6993,Condo
6994,Condo
6995,House
6996,House
6997,House
6998,House
6999,House
7000,Condo
7001,Condo
7002,Condo
7003,Condo
7004,House
7005,House
7006,Condo
7007,Condo
7008,House
7009,Townhome
7010,Unknown
7011,House
7012,House
7013,House
7014,Unknown
7015,Unknown
7016,House
7017,Townhome
7018,House
7019,House
7020,House
7021,Unknown
7022,Unknown
7023,Unknown
7024,Unknown
7025,Condo
7026,Unknown
7027,Townhome
7028,House
7029,Condo
7030,Condo
7031,Condo
7032,Condo
7033,Condo
7034,Condo
7035,Condo
7036,Condo
7037,Condo
7038,Condo
7039,Condo
7040,Condo
7041,Condo
7042,Condo
7043,Condo
7044,Condo
7045,Condo
7046,Condo
7047,Condo
7048,Condo
7049,Condo
7050,Condo
7051,Condo
7052,Condo
7053,Condo
7054,Condo
7055,Apartment
7056,Unknown
7057,Apartment
7058,Apartment
7059,Apartment
7060,Condo
7061,Apartment
7062,Apartment
7063,House
7064,Condo
7065,Apartment
7066,Condo
7067,Apartment
7068,Apartment
7069,Apartment
7070,Apartment
7071,Apartment
7072,Apartment
7073,Apartment
7074,Apartment
7075,Apartment
7076,Apartment
7077,Apartment
7078,Apartment
7079,Apartment
7080,Apartment
7081,Apartment
7082,Apartment
7083,Apartment
7084,Apartment
7085,Apartment
7086,Apartment
7087,Apartment
7088,Apartment
7089,Apartment
7090,Apartment
7091,Apartment
7092,Apartment
7093,Apartment
7094,Apartment
7095,Apartment
7096,Apartment
7097,Apartment
7098,Apartment
7099,Apartment
7100,Apartment
7101,Apartment
7102,Apartment
7103,Apartment
7104,Apartment
7105,Apartment
7106,Apartment
7107,Apartment
7108,Apartment
7109,Apartment
7110,Apartment
7111,Apartment
7112,Apartment
7113,Apartment
7114,Apartment
7115,Apartment
7116,Apartment
7117,Apartment
7118,Townhome
7119,Apartment
7120,Apartment
7121,Apartment
7122,Apartment
7123,Apartment
7124,Apartment
7125,Apartment
7126,Apartment
7127,Townhome
7128,Condo
7129,Condo
7130,House
7131,Apartment
7132,Apartment
7133,Apartment
7134,House
7135,House
7136,House
7137,House
7138,Apartment
7139,Apartment
7140,Apartment
7141,Apartment
7142,Apartment
7143,Apartment
7144,Apartment
7145,Apartment
7146,Apartment
7147,Apartment
7148,Apartment
7149,Apartment
7150,Apartment
7151,Apartment
7152,Apartment
7153,Apartment
7154,Apartment
7155,Apartment
7156,Apartment
7157,Apartment
7158,Apartment
7159,Apartment
7160,Apartment
7161,Apartment
7162,Condo
7163,Apartment
7164,House
7165,Townhome
7166,Condo
7167,House
7168,Condo
7169,Townhome
7170,Townhome
7171,House
7172,Condo
7173,Townhome
7174,Condo
7175,Condo
7176,House
7177,Unknown
7178,Condo
7179,Condo
7180,Townhome
7181,Condo
7182,Condo
7183,Unknown
7184,House
7185,Townhome
7186,Townhome
7187,Townhome
7188,Townhome
7189,Townhome
7190,House
7191,Condo
7192,Condo
7193,Townhome
7194,Condo
7195,Condo
7196,Condo
7197,House
7198,Townhome
7199,House
7200,Condo
7201,Condo
7202,Townhome
7203,Townhome
7204,Townhome
7205,Condo
7206,Condo
7207,Townhome
7208,Condo
7209,Condo
7210,Townhome
7211,House
7212,Condo
7213,Townhome
7214,Condo
7215,Townhome
7216,Townhome
7217,Townhome
7218,House
7219,Townhome
7220,Condo
7221,House
7222,Townhome
7223,Townhome
7224,House
7225,House
7226,Condo
7227,Townhome
7228,Unknown
7229,House
7230,Apartment
7231,Apartment
7232,Apartment
7233,Apartment
7234,Apartment
7235,Apartment
7236,Apartment
7237,Apartment
7238,Apartment
7239,Apartment
7240,Apartment
7241,Apartment
7242,Apartment
7243,Apartment
