pid,beds,baths,minrent,maxrent,minsqft,maxsqft
35,0.0,1.0,1394.0,1765.0,518.0,518.0
35,0.0,1.0,1470.0,1745.0,533.0,533.0
35,0.0,1.0,1475.0,1735.0,556.0,556.0
35,0.0,1.0,,,518.0,518.0
35,0.0,1.0,,,533.0,533.0
35,0.0,1.0,,,546.0,546.0
35,0.0,1.0,,,556.0,556.0
35,0.0,1.0,,,467.0,467.0
35,1.0,1.0,1387.0,1637.0,786.0,786.0
35,1.0,1.0,1410.0,1750.0,786.0,786.0
35,1.0,1.0,1449.0,1764.0,807.0,807.0
35,1.0,1.0,1478.0,1728.0,841.0,841.0
35,1.0,1.0,1499.0,1749.0,640.0,640.0
35,1.0,1.0,1509.0,1759.0,640.0,640.0
35,1.0,1.0,1630.0,1880.0,809.0,809.0
35,1.0,1.0,1640.0,1890.0,815.0,815.0
35,1.0,1.0,,,640.0,640.0
35,1.0,1.0,,,807.0,807.0
35,1.0,1.0,,,841.0,841.0
35,1.0,1.0,,,841.0,841.0
35,1.0,1.0,,,840.0,840.0
35,1.0,1.0,,,807.0,807.0
35,1.0,1.0,,,807.0,807.0
35,1.0,1.0,,,640.0,640.0
35,1.0,1.0,,,551.0,551.0
35,1.0,1.0,,,757.0,757.0
35,1.0,1.0,,,808.0,808.0
35,2.0,2.0,1695.0,2015.0,841.0,841.0
35,2.0,2.0,1795.0,2150.0,1100.0,1100.0
35,2.0,2.0,1885.0,2135.0,1100.0,1100.0
35,2.0,2.0,1915.0,2165.0,1100.0,1100.0
35,2.0,2.0,1925.0,2175.0,1396.0,1396.0
35,2.0,2.0,,,1379.0,1379.0
35,2.0,2.0,,,1396.0,1396.0
35,2.0,2.0,,,1379.0,1379.0
35,3.0,2.0,2250.0,2500.0,1052.0,1052.0
35,3.0,2.0,2455.0,2705.0,1379.0,1379.0
35,3.0,2.0,,,1396.0,1396.0
36,0.0,1.0,1505.0,2098.0,540.0,540.0
36,0.0,1.0,,,530.0,530.0
36,1.0,1.0,1567.0,2550.0,535.0,535.0
36,1.0,1.0,1770.0,3066.0,813.0,813.0
36,1.0,1.0,1775.0,2209.0,595.0,595.0
36,1.0,1.0,1794.0,2989.0,690.0,690.0
36,1.0,1.0,1810.0,2614.0,789.0,789.0
36,1.0,1.0,1980.0,2672.0,808.0,808.0
36,1.0,1.0,,,543.0,543.0
36,1.0,1.0,,,589.0,589.0
36,1.0,1.0,,,591.0,591.0
36,1.0,1.0,,,595.0,595.0
36,1.0,1.0,,,653.0,653.0
36,1.0,1.0,,,653.0,653.0
36,1.0,1.0,,,661.0,661.0
36,1.0,1.0,,,668.0,668.0
36,1.0,1.0,,,683.0,683.0
36,1.0,1.0,,,758.0,758.0
36,1.0,1.0,,,760.0,760.0
36,1.0,1.0,,,789.0,789.0
36,1.0,1.0,,,830.0,830.0
36,1.0,1.0,,,835.0,835.0
36,1.0,1.0,,,973.0,973.0
36,1.0,1.0,,,973.0,973.0
36,1.0,1.0,,,581.0,581.0
36,1.0,1.0,,,652.0,652.0
36,2.0,2.0,1885.0,2508.0,945.0,945.0
36,2.0,2.0,2000.0,2721.0,974.0,974.0
36,2.0,2.0,2020.0,2268.0,1027.0,1027.0
36,2.0,2.0,2055.0,2508.0,924.0,924.0
36,2.0,2.0,2085.0,2461.0,923.0,923.0
36,2.0,2.0,2140.0,2604.0,1012.0,1012.0
36,2.0,2.0,2220.0,2496.0,1056.0,1056.0
36,2.0,2.0,2220.0,2580.0,935.0,935.0
36,2.0,2.0,2335.0,2661.0,1020.0,1020.0
36,2.0,2.0,2435.0,3022.0,1117.0,1117.0
36,2.0,2.0,,,987.0,987.0
36,2.0,2.0,,,1013.0,1013.0
36,2.0,2.0,,,1018.0,1018.0
36,2.0,2.0,,,1052.0,1052.0
36,2.0,2.0,,,1088.0,1088.0
36,2.0,2.0,,,1146.0,1146.0
36,2.0,2.0,,,1230.0,1230.0
36,2.0,2.0,,,1239.0,1239.0
36,2.0,2.0,,,1290.0,1290.0
36,2.0,2.0,,,778.0,778.0
36,2.0,2.0,,,843.0,843.0
36,2.0,2.0,,,897.0,897.0
36,2.0,2.0,,,1020.0,1020.0
36,3.0,2.0,2326.0,3343.0,1141.0,1141.0
36,3.0,2.0,2885.0,3569.0,1384.0,1384.0
36,3.0,2.0,2890.0,3233.0,1336.0,1336.0
36,3.0,2.0,,,1034.0,1034.0
36,3.0,2.0,,,1236.0,1236.0
37,1.0,1.0,1465.0,2320.0,717.0,717.0
37,1.0,1.0,1505.0,2210.0,837.0,837.0
37,2.0,2.0,1805.0,2735.0,912.0,912.0
37,2.0,2.0,1845.0,2520.0,1043.0,1043.0
37,2.0,2.0,1865.0,2795.0,1032.0,1032.0
37,3.0,2.0,2225.0,2795.0,1160.0,1160.0
37,3.0,2.0,2505.0,2505.0,1542.0,1542.0
38,0.0,1.0,1725.0,2165.0,491.0,491.0
38,0.0,1.0,1920.0,2345.0,632.0,632.0
38,0.0,1.0,,,575.0,575.0
38,1.0,1.0,2025.0,2715.0,705.0,705.0
38,1.0,1.0,2050.0,2995.0,856.0,856.0
38,1.0,1.0,2170.0,2900.0,800.0,800.0
38,1.0,1.0,2190.0,2880.0,836.0,836.0
38,1.0,1.0,2340.0,2935.0,780.0,780.0
38,1.0,1.0,2375.0,3030.0,845.0,845.0
38,1.0,1.0,,,872.0,872.0
38,1.0,1.0,,,883.0,883.0
38,1.0,1.0,,,750.0,750.0
38,1.0,1.0,,,741.0,741.0
38,1.0,1.0,,,779.0,779.0
38,1.0,1.0,,,888.0,888.0
38,1.0,1.0,,,780.0,780.0
38,1.0,1.0,,,780.0,780.0
38,1.0,1.0,,,780.0,780.0
38,1.0,1.0,,,894.0,894.0
38,1.0,1.0,,,1028.0,1028.0
38,1.0,1.0,,,1028.0,1028.0
38,2.0,1.0,2435.0,3300.0,883.0,883.0
38,2.0,1.0,2550.0,3495.0,1056.0,1056.0
38,2.0,1.0,,,935.0,935.0
38,2.0,1.0,,,934.0,934.0
38,2.0,2.0,2565.0,3085.0,1189.0,1189.0
38,2.0,2.0,3015.0,3520.0,1195.0,1195.0
38,2.0,2.0,3165.0,3900.0,1195.0,1195.0
38,2.0,2.0,3330.0,3820.0,1313.0,1313.0
38,2.0,2.0,,,1308.0,1308.0
38,2.0,2.0,,,1193.0,1193.0
38,2.0,2.0,,,1104.0,1104.0
38,2.0,2.0,,,1250.0,1250.0
38,2.0,2.0,,,1207.0,1207.0
38,2.0,2.0,,,1410.0,1410.0
38,2.0,2.0,,,1192.0,1192.0
38,2.0,2.0,,,1270.0,1270.0
38,2.0,2.0,,,1223.0,1223.0
38,2.0,2.0,,,1098.0,1098.0
38,2.0,2.0,,,1174.0,1174.0
38,2.0,2.0,,,1130.0,1130.0
38,2.0,2.0,,,1581.0,1581.0
38,3.0,2.0,,,1430.0,1430.0
39,0.0,1.0,1561.0,3313.0,634.0,634.0
39,0.0,1.0,1561.0,3313.0,648.0,648.0
39,1.0,1.0,1483.0,2526.0,726.0,726.0
39,1.0,1.0,1679.0,2526.0,726.0,726.0
39,1.0,1.0,1561.0,2383.0,577.0,577.0
39,1.0,1.0,1561.0,2383.0,577.0,577.0
39,1.0,1.0,1637.0,2475.0,862.0,862.0
39,1.0,1.0,1637.0,2475.0,862.0,862.0
39,1.0,1.0,1687.0,2531.0,917.0,917.0
39,1.0,1.0,1687.0,2531.0,917.0,917.0
39,1.0,1.0,1826.0,2747.0,838.0,838.0
39,1.0,1.0,1826.0,2696.0,838.0,838.0
39,1.0,1.0,1908.0,2799.0,1019.0,1019.0
39,1.0,1.0,1908.0,2799.0,1019.0,1019.0
39,1.0,1.0,1654.0,2477.0,863.0,863.0
39,1.0,1.0,1654.0,2477.0,863.0,863.0
39,1.0,1.0,1483.0,2280.0,726.0,726.0
39,1.0,1.0,1497.0,2300.0,726.0,726.0
39,1.0,1.0,1874.0,2747.0,838.0,838.0
39,1.0,1.0,1484.0,2332.0,726.0,726.0
39,1.0,1.0,1514.0,2375.0,726.0,726.0
39,1.0,1.0,,,811.0,811.0
39,1.0,1.0,,,1006.0,1006.0
39,1.0,1.0,,,589.0,589.0
39,1.0,1.0,,,781.0,781.0
39,1.0,1.0,,,815.0,815.0
39,1.0,1.0,,,557.0,557.0
39,1.0,1.0,,,1010.0,1010.0
39,1.0,1.0,,,1080.0,1080.0
39,1.0,1.0,,,869.0,869.0
39,1.0,1.0,,,875.0,875.0
39,1.0,1.0,,,847.0,847.0
39,2.0,2.0,1918.0,5976.0,1080.0,1080.0
39,2.0,2.0,1918.0,5866.0,1080.0,1080.0
39,2.0,2.0,1948.0,5950.0,1080.0,1080.0
39,2.0,2.0,2077.0,6306.0,1203.0,1203.0
39,2.0,2.0,2077.0,6306.0,1203.0,1203.0
39,2.0,2.0,1920.0,5866.0,1080.0,1080.0
39,2.0,2.0,1960.0,5976.0,1080.0,1080.0
39,2.0,2.0,2019.0,6670.0,1227.0,1227.0
39,2.0,2.0,2209.0,6670.0,1227.0,1227.0
39,2.0,2.0,1863.0,5707.0,1168.0,1168.0
39,2.0,2.0,1863.0,5707.0,1168.0,1168.0
39,2.0,2.0,2019.0,5681.0,1227.0,1227.0
39,2.0,2.0,2429.0,6694.0,1322.0,1322.0
39,2.0,2.0,2429.0,6694.0,1322.0,1322.0
39,2.0,2.0,1802.0,2667.0,1177.0,1177.0
39,2.0,2.0,1802.0,2667.0,1177.0,1177.0
39,2.0,2.0,2030.0,3123.0,1227.0,1227.0
39,2.0,2.0,,,1164.0,1164.0
39,2.0,2.0,,,1234.0,1234.0
39,2.0,2.0,,,1442.0,1442.0
39,2.0,2.0,,,1302.0,1302.0
39,3.0,2.0,,,1490.0,1490.0
40,0.0,1.0,1522.0,3051.0,349.0,349.0
40,0.0,1.0,1522.0,3051.0,349.0,349.0
40,0.0,1.0,,,425.0,425.0
40,1.0,1.0,1697.0,2876.0,522.0,522.0
40,1.0,1.0,1697.0,2566.0,522.0,522.0
40,1.0,1.0,1747.0,2635.0,559.0,559.0
40,1.0,1.0,1747.0,2635.0,543.0,543.0
40,1.0,1.0,1742.0,2628.0,502.0,502.0
40,1.0,1.0,1742.0,2628.0,502.0,502.0
40,1.0,1.0,1832.0,3049.0,691.0,691.0
40,1.0,1.0,1910.0,2892.0,703.0,703.0
40,1.0,1.0,1965.0,2969.0,704.0,704.0
40,1.0,1.0,1965.0,2969.0,704.0,704.0
40,1.0,1.0,1985.0,2997.0,703.0,703.0
40,1.0,1.0,1632.0,3107.0,523.0,523.0
40,1.0,1.0,1688.0,2807.0,523.0,523.0
40,1.0,1.0,1832.0,3049.0,703.0,703.0
40,1.0,1.0,1761.0,2904.0,546.0,546.0
40,1.0,1.0,1761.0,2904.0,546.0,546.0
40,1.0,1.0,1741.0,2876.0,559.0,559.0
40,1.0,1.0,2215.0,4504.0,858.0,858.0
40,1.0,1.0,2215.0,4126.0,858.0,858.0
40,1.0,1.0,1632.0,3107.0,523.0,523.0
40,1.0,1.0,2445.0,4504.0,858.0,858.0
40,1.0,1.0,,,856.0,856.0
40,1.0,1.0,,,553.0,553.0
40,1.0,1.0,,,569.0,569.0
40,1.0,1.0,,,700.0,700.0
40,1.0,1.0,,,726.0,726.0
40,1.0,1.0,,,522.0,522.0
40,1.0,1.0,,,531.0,531.0
40,2.0,1.0,,,834.0,834.0
40,2.0,2.0,,,1030.0,1030.0
40,2.0,2.0,,,1044.0,1044.0
40,2.0,2.0,,,1067.0,1067.0
40,2.0,2.0,,,1129.0,1129.0
40,2.0,2.0,,,1162.0,1162.0
40,2.0,2.0,,,1155.0,1155.0
40,2.0,2.0,,,915.0,915.0
40,2.0,2.0,,,952.0,952.0
40,2.0,2.0,,,959.0,959.0
40,2.0,2.0,,,1084.0,1084.0
41,1.0,1.0,1476.0,4277.0,785.0,785.0
41,1.0,1.0,1543.0,4277.0,785.0,785.0
41,1.0,1.0,1543.0,4277.0,785.0,785.0
41,1.0,1.0,1543.0,4277.0,785.0,785.0
41,1.0,1.0,1491.0,2284.0,785.0,785.0
41,1.0,1.0,1506.0,2302.0,785.0,785.0
41,1.0,1.0,1506.0,2302.0,785.0,785.0
41,1.0,1.0,1387.0,2132.0,725.0,725.0
41,1.0,1.0,1387.0,2132.0,725.0,725.0
41,1.0,1.0,1491.0,2287.0,785.0,785.0
41,1.0,1.0,1491.0,2287.0,785.0,785.0
41,1.0,1.0,1566.0,2397.0,785.0,785.0
41,1.0,1.0,1476.0,2265.0,785.0,785.0
41,1.0,1.0,1476.0,2265.0,785.0,785.0
41,1.0,1.0,1476.0,2385.0,785.0,785.0
41,1.0,1.0,,,890.0,890.0
41,1.0,1.0,,,850.0,850.0
41,2.0,1.0,1618.0,4888.0,920.0,920.0
41,2.0,1.0,1652.0,4888.0,920.0,920.0
41,2.0,1.0,1577.0,4693.0,850.0,850.0
41,2.0,1.0,1577.0,4693.0,850.0,850.0
41,2.0,1.0,1629.0,2545.0,920.0,920.0
41,2.0,1.0,1618.0,2696.0,920.0,920.0
41,2.0,1.0,1708.0,2829.0,920.0,920.0
41,2.0,1.0,,,1005.0,1005.0
41,2.0,1.0,,,1065.0,1065.0
41,2.0,1.5,,,1115.0,1115.0
41,2.0,2.0,1722.0,5293.0,1115.0,1115.0
41,2.0,2.0,1788.0,5150.0,1115.0,1115.0
41,2.0,2.0,1798.0,5179.0,1115.0,1115.0
41,2.0,2.0,1844.0,5293.0,1115.0,1115.0
41,2.0,2.0,1788.0,5305.0,1065.0,1065.0
41,2.0,2.0,1788.0,5150.0,1065.0,1065.0
41,2.0,2.0,1849.0,5305.0,1065.0,1065.0
41,2.0,2.0,1722.0,5073.0,1115.0,1115.0
41,2.0,2.0,1739.0,5099.0,1115.0,1115.0
41,2.0,2.5,1825.0,5699.0,1140.0,1140.0
41,2.0,2.5,1834.0,5504.0,1140.0,1140.0
41,2.0,2.5,1834.0,5504.0,1140.0,1140.0
41,2.0,2.5,1834.0,5504.0,1140.0,1140.0
41,2.0,2.5,1834.0,5504.0,1140.0,1140.0
41,2.0,2.5,1834.0,5504.0,1140.0,1140.0
41,2.0,2.5,1859.0,5568.0,1140.0,1140.0
41,2.0,2.5,1909.0,5699.0,1140.0,1140.0
41,2.0,2.5,1909.0,5699.0,1140.0,1140.0
41,2.0,2.5,1840.0,2940.0,1140.0,1140.0
41,2.0,2.5,1905.0,2992.0,1140.0,1140.0
41,2.0,2.5,1920.0,3011.0,1140.0,1140.0
41,2.0,2.5,1845.0,2921.0,1140.0,1140.0
41,2.0,2.5,1840.0,2816.0,1140.0,1140.0
41,2.0,2.5,1850.0,2826.0,1140.0,1140.0
41,2.0,2.5,1825.0,2798.0,1140.0,1140.0
41,2.0,2.5,1865.0,2887.0,1140.0,1140.0
41,3.0,2.5,2234.0,7678.0,1380.0,1380.0
41,3.0,2.5,2308.0,7678.0,1380.0,1380.0
41,3.0,2.5,2234.0,5015.0,1380.0,1380.0
41,3.0,2.5,2234.0,5015.0,1380.0,1380.0
41,3.0,2.5,2294.0,5135.0,1380.0,1380.0
41,3.0,2.5,2234.0,6042.0,1380.0,1380.0
41,3.0,2.5,2234.0,6042.0,1380.0,1380.0
41,3.0,2.5,2244.0,6065.0,1380.0,1380.0
41,3.0,2.5,2263.0,6065.0,1380.0,1380.0
41,3.0,2.5,2253.0,6042.0,1380.0,1380.0
42,1.0,1.0,1650.0,4709.0,1200.0,1200.0
42,1.0,1.0,1650.0,4543.0,1200.0,1200.0
42,1.0,1.0,1715.0,4709.0,1200.0,1200.0
42,1.0,1.0,1567.0,2517.0,930.0,930.0
42,1.0,1.0,1668.0,2400.0,930.0,930.0
42,1.0,1.0,1591.0,2726.0,1000.0,1000.0
42,1.0,1.0,1636.0,2355.0,1000.0,1000.0
42,1.0,1.0,1591.0,2291.0,1000.0,1000.0
42,1.0,1.0,1576.0,2280.0,930.0,930.0
42,1.0,1.0,1657.0,2392.0,1200.0,1200.0
42,1.0,1.0,1346.0,2468.0,880.0,880.0
42,1.0,1.0,1479.0,2155.0,880.0,880.0
42,1.0,1.0,1499.0,2184.0,880.0,880.0
42,1.0,1.0,1640.0,2384.0,1000.0,1000.0
42,1.0,1.0,1524.0,2220.0,880.0,880.0
42,1.0,1.0,1567.0,2280.0,930.0,930.0
42,1.0,1.0,1494.0,2285.0,880.0,880.0
42,1.0,1.0,1509.0,2307.0,880.0,880.0
42,1.0,1.0,1346.0,2072.0,880.0,880.0
42,1.0,1.0,1491.0,2285.0,880.0,880.0
42,1.0,1.0,1506.0,2307.0,880.0,880.0
42,1.0,1.0,1391.0,2139.0,880.0,880.0
42,1.0,1.0,1451.0,2228.0,880.0,880.0
42,1.0,1.0,1649.0,2517.0,930.0,930.0
42,1.0,1.0,1511.0,2315.0,880.0,880.0
42,1.0,1.0,1516.0,2468.0,880.0,880.0
42,1.0,1.0,1682.0,2726.0,1000.0,1000.0
42,1.0,1.0,1682.0,2726.0,1000.0,1000.0
42,1.0,1.0,,,980.0,980.0
42,2.0,1.0,1460.0,2523.0,1095.0,1095.0
42,2.0,1.0,1469.0,2123.0,1095.0,1095.0
42,2.0,1.0,1554.0,2245.0,1095.0,1095.0
42,2.0,1.0,1461.0,2471.0,1040.0,1040.0
42,2.0,1.0,1461.0,2111.0,1040.0,1040.0
42,2.0,1.0,1556.0,2248.0,1040.0,1040.0
42,2.0,1.0,1562.0,2245.0,1095.0,1095.0
42,2.0,1.0,1515.0,2253.0,1040.0,1040.0
42,2.0,1.0,1562.0,2331.0,1095.0,1095.0
42,2.0,1.0,1481.0,2213.0,1095.0,1095.0
42,2.0,1.0,1502.0,2336.0,1040.0,1040.0
42,2.0,1.0,1555.0,2417.0,1095.0,1095.0
42,2.0,1.0,1512.0,2456.0,1040.0,1040.0
42,2.0,1.0,1460.0,2373.0,1095.0,1095.0
42,2.0,1.0,1555.0,2523.0,1095.0,1095.0
42,2.0,1.0,1613.0,2615.0,1145.0,1145.0
42,2.0,1.0,1613.0,2615.0,1145.0,1145.0
42,2.0,1.0,1522.0,2471.0,1040.0,1040.0
42,2.0,2.0,1775.0,2756.0,1165.0,1165.0
42,2.0,2.0,1813.0,2609.0,1165.0,1165.0
42,2.0,2.0,1828.0,2630.0,1165.0,1165.0
42,2.0,2.0,1864.0,2785.0,1450.0,1450.0
42,2.0,2.0,1917.0,2757.0,1450.0,1450.0
42,2.0,2.0,1824.0,2715.0,1165.0,1165.0
42,2.0,2.0,1816.0,2715.0,1165.0,1165.0
42,2.0,2.0,1816.0,2715.0,1165.0,1165.0
42,2.0,2.0,1864.0,2785.0,1450.0,1450.0
42,2.0,2.0,1775.0,2756.0,1165.0,1165.0
42,3.0,2.0,,,1430.0,1430.0
42,3.0,2.5,2457.0,7658.0,1545.0,1545.0
42,3.0,2.5,2523.0,6233.0,1545.0,1545.0
42,3.0,2.5,2463.0,7658.0,1545.0,1545.0
42,3.0,2.5,2457.0,7529.0,1545.0,1545.0
43,0.0,1.0,1204.0,2331.0,735.0,735.0
43,0.0,1.0,1204.0,2331.0,735.0,735.0
43,0.0,1.0,,,858.0,858.0
43,0.0,1.0,,,604.0,604.0
43,1.0,1.0,1358.0,2330.0,856.0,856.0
43,1.0,1.0,1358.0,2239.0,856.0,856.0
43,1.0,1.0,1358.0,2239.0,856.0,856.0
43,1.0,1.0,1363.0,2231.0,856.0,856.0
43,1.0,1.0,1373.0,2248.0,856.0,856.0
43,1.0,1.0,1363.0,2330.0,856.0,856.0
43,1.0,1.0,,,875.0,875.0
43,1.0,1.0,,,1043.0,1043.0
43,1.0,1.0,,,800.0,800.0
43,2.0,2.0,,,1100.0,1100.0
43,2.0,2.0,,,1070.0,1070.0
43,3.0,2.0,1765.0,6395.0,1390.0,1390.0
43,3.0,2.0,1765.0,6395.0,1390.0,1390.0
43,3.0,2.0,,,1520.0,1520.0
44,1.0,1.0,1050.0,2049.0,460.0,460.0
44,1.0,1.0,1144.0,2254.0,580.0,580.0
44,2.0,2.0,1478.0,2842.0,1050.0,1050.0
44,2.0,2.5,1560.0,2984.0,1180.0,1180.0
45,0.0,1.0,1135.0,1615.0,500.0,500.0
45,1.0,1.0,1210.0,1730.0,700.0,700.0
45,1.0,1.0,1315.0,1625.0,800.0,800.0
45,2.0,1.0,1485.0,1970.0,900.0,900.0
45,2.0,1.0,1575.0,1980.0,950.0,950.0
45,2.0,2.0,,,975.0,975.0
45,3.0,2.0,1790.0,2365.0,1000.0,1000.0
46,0.0,1.0,1484.0,1876.0,600.0,600.0
46,0.0,1.0,1484.0,1826.0,600.0,600.0
46,0.0,1.0,1494.0,1836.0,600.0,600.0
46,0.0,1.0,1534.0,1876.0,600.0,600.0
46,0.0,1.0,1529.0,1831.0,600.0,600.0
46,0.0,1.0,1492.0,1829.0,600.0,600.0
46,1.0,1.0,1480.0,2063.0,765.0,765.0
46,1.0,1.0,1480.0,1849.0,765.0,765.0
46,1.0,1.0,1505.0,1874.0,765.0,765.0
46,1.0,1.0,1515.0,1884.0,765.0,765.0
46,1.0,1.0,1540.0,1909.0,765.0,765.0
46,1.0,1.0,1545.0,1914.0,765.0,765.0
46,1.0,1.0,1555.0,1924.0,765.0,765.0
46,1.0,1.0,1600.0,1969.0,765.0,765.0
46,1.0,1.0,1610.0,1979.0,765.0,765.0
46,1.0,1.0,1620.0,1989.0,765.0,765.0
46,1.0,1.0,1482.0,1950.0,600.0,600.0
46,1.0,1.0,1487.0,1830.0,600.0,600.0
46,1.0,1.0,1607.0,1950.0,600.0,600.0
46,1.0,1.0,1523.0,1931.0,627.0,627.0
46,1.0,1.0,1523.0,1867.0,627.0,627.0
46,1.0,1.0,1573.0,1917.0,627.0,627.0
46,1.0,1.0,1573.0,1917.0,627.0,627.0
46,1.0,1.0,1718.0,2140.0,988.0,988.0
46,1.0,1.0,1718.0,2095.0,988.0,988.0
46,1.0,1.0,1763.0,2140.0,988.0,988.0
46,1.0,1.0,1669.0,2063.0,765.0,765.0
46,1.0,1.0,1534.0,1928.0,765.0,765.0
46,1.0,1.0,1554.0,1948.0,765.0,765.0
46,1.0,1.0,1596.0,1931.0,627.0,627.0
46,1.0,1.0,1564.0,1958.0,765.0,765.0
46,1.0,1.0,1589.0,1983.0,765.0,765.0
46,1.0,1.0,1564.0,1958.0,765.0,765.0
46,1.0,1.0,1482.0,1785.0,600.0,600.0
46,1.0,1.0,1543.0,1847.0,627.0,627.0
46,1.0,1.0,1484.0,1888.0,765.0,765.0
46,1.0,1.0,1524.0,1928.0,765.0,765.0
46,1.0,1.0,1554.0,1958.0,765.0,765.0
46,1.0,1.0,1559.0,1963.0,765.0,765.0
46,2.0,1.5,1792.0,2189.0,934.0,934.0
46,2.0,1.5,1792.0,2189.0,934.0,934.0
46,2.0,2.0,1767.0,2466.0,1098.0,1098.0
46,2.0,2.0,1767.0,2176.0,1098.0,1098.0
46,2.0,2.0,1887.0,2296.0,1098.0,1098.0
46,2.0,2.0,1917.0,2326.0,1098.0,1098.0
46,2.0,2.0,1962.0,2371.0,1098.0,1098.0
46,2.0,2.0,2057.0,2466.0,1098.0,1098.0
46,2.0,2.0,1808.0,2444.0,1180.0,1180.0
46,2.0,2.0,1808.0,2219.0,1180.0,1180.0
46,2.0,2.0,2033.0,2444.0,1180.0,1180.0
46,2.0,2.0,1923.0,2367.0,1015.0,1015.0
46,2.0,2.0,1961.0,2367.0,1015.0,1015.0
46,2.0,2.0,1812.0,2228.0,1098.0,1098.0
46,2.0,2.0,1867.0,2283.0,1098.0,1098.0
46,2.0,2.0,1824.0,2237.0,1132.0,1132.0
46,2.0,2.0,1824.0,2237.0,1132.0,1132.0
46,2.0,2.0,1923.0,2356.0,1015.0,1015.0
46,2.0,2.0,1868.0,2271.0,1180.0,1180.0
46,2.0,2.5,,,1400.0,1400.0
46,2.0,2.5,,,1400.0,1400.0
47,1.0,1.0,1490.0,2640.0,700.0,700.0
47,1.0,1.0,1520.0,2290.0,700.0,700.0
47,1.0,1.0,1520.0,2290.0,700.0,700.0
47,1.0,1.0,1530.0,2300.0,700.0,700.0
47,1.0,1.0,1530.0,2300.0,700.0,700.0
47,1.0,1.0,1545.0,2315.0,700.0,700.0
47,1.0,1.0,1555.0,2325.0,700.0,700.0
47,1.0,1.0,1565.0,2335.0,700.0,700.0
47,1.0,1.0,1645.0,2650.0,825.0,825.0
47,1.0,1.0,1645.0,2415.0,825.0,825.0
47,1.0,1.0,1660.0,2430.0,825.0,825.0
47,1.0,1.0,1530.0,2310.0,700.0,700.0
47,1.0,1.0,1695.0,2475.0,825.0,825.0
47,1.0,1.0,1520.0,2365.0,700.0,700.0
47,1.0,1.0,1665.0,2635.0,825.0,825.0
47,1.0,1.0,1490.0,2465.0,700.0,700.0
47,1.0,1.0,1490.0,2465.0,700.0,700.0
47,1.0,1.0,1700.0,2650.0,825.0,825.0
47,1.0,1.0,1515.0,2465.0,700.0,700.0
47,1.0,1.0,1575.0,2640.0,700.0,700.0
47,1.0,1.0,,,677.0,677.0
47,2.0,2.0,2040.0,3135.0,1067.0,1067.0
47,2.0,2.0,2125.0,2990.0,1067.0,1067.0
47,2.0,2.0,2080.0,3125.0,1067.0,1067.0
47,2.0,2.0,1975.0,3075.0,1000.0,1000.0
47,2.0,2.0,1975.0,3060.0,1000.0,1000.0
47,2.0,2.0,2050.0,3135.0,1067.0,1067.0
47,2.0,2.0,2010.0,3075.0,1000.0,1000.0
47,2.0,2.0,2040.0,3105.0,1067.0,1067.0
48,0.0,1.0,,,510.0,510.0
48,0.0,1.0,,,528.0,528.0
48,0.0,1.0,,,540.0,540.0
48,0.0,1.0,,,468.0,468.0
48,0.0,1.0,,,525.0,525.0
48,0.0,1.0,,,531.0,531.0
48,0.0,1.0,,,552.0,552.0
48,0.0,1.0,,,597.0,597.0
48,0.0,1.0,,,715.0,715.0
48,0.0,1.0,,,525.0,525.0
48,0.0,1.0,,,597.0,597.0
48,1.0,1.0,1976.0,3055.0,791.0,791.0
48,1.0,1.0,1976.0,3055.0,791.0,791.0
48,1.0,1.0,1774.0,2721.0,624.0,624.0
48,1.0,1.0,1774.0,2721.0,624.0,624.0
48,1.0,1.0,1864.0,2841.0,710.0,710.0
48,1.0,1.0,1864.0,2841.0,710.0,710.0
48,1.0,1.0,1899.0,3214.0,710.0,710.0
48,1.0,1.0,1899.0,3214.0,710.0,710.0
48,1.0,1.0,1854.0,3151.0,710.0,710.0
48,1.0,1.0,1854.0,3151.0,710.0,710.0
48,1.0,1.0,,,693.0,693.0
48,1.0,1.0,,,706.0,706.0
48,1.0,1.0,,,771.0,771.0
48,1.0,1.0,,,760.0,760.0
48,1.0,1.0,,,761.0,761.0
48,1.0,1.0,,,780.0,780.0
48,1.0,1.0,,,814.0,814.0
48,1.0,1.0,,,800.0,800.0
48,1.0,1.0,,,782.0,782.0
48,1.0,1.0,,,707.0,707.0
48,1.0,1.0,,,712.0,712.0
48,1.0,1.0,,,718.0,718.0
48,1.0,1.0,,,724.0,724.0
48,1.0,1.0,,,729.0,729.0
48,1.0,1.0,,,739.0,739.0
48,1.0,1.0,,,749.0,749.0
48,1.0,1.0,,,752.0,752.0
48,1.0,1.0,,,779.0,779.0
48,1.0,1.0,,,793.0,793.0
48,1.0,1.0,,,817.0,817.0
48,1.0,1.0,,,710.0,710.0
48,1.0,1.0,,,710.0,710.0
48,1.0,1.0,,,710.0,710.0
48,1.0,1.0,,,710.0,710.0
48,1.0,1.0,,,710.0,710.0
48,1.0,1.0,,,710.0,710.0
48,1.0,1.0,,,760.0,760.0
48,1.0,1.0,,,761.0,761.0
48,1.0,1.0,,,782.0,782.0
48,1.0,1.0,,,782.0,782.0
48,1.0,2.0,,,1049.0,1049.0
48,1.0,2.0,,,937.0,937.0
48,1.0,2.0,,,1031.0,1031.0
